parent_fit,mutant_fit,repr
1.022174526571436,0.8016705425693023,9
1.022174526571436,0.5617395868396611,9
1.022174526571436,0.8397950801172603,9
1.022174526571436,0.1215323918820367,9
1.022174526571436,0.21607745030141565,9
1.022174526571436,0.39882036545932104,9
1.022174526571436,0.141187720278104,9
1.022174526571436,0.19341970059614214,9
1.022174526571436,0.24468609730929902,9
1.022174526571436,0.24161269014499112,9
1.022174526571436,0.7986653142445285,9
1.022174526571436,0.7982401699320957,9
1.022174526571436,0.7986653142445285,9
1.022174526571436,0.08574720343000286,9
1.022174526571436,0.12063487496701789,9
1.022174526571436,0.219786981213867,9
1.022174526571436,0.4582795534096353,9
1.022174526571436,0.2523400635052855,9
1.022174526571436,0.15191866819756078,9
1.022174526571436,0.15191866819756078,9
0.202746465684113,0.036612325413004736,0
0.202746465684113,0.202746465684113,0
0.202746465684113,0.202746465684113,0
0.202746465684113,0.14287988789815145,0
0.202746465684113,0.10138954489821009,0
0.202746465684113,0.20267075283685534,0
0.202746465684113,0.202746465684113,0
0.202746465684113,0.12844932811648757,0
0.202746465684113,0.202746465684113,0
0.202746465684113,0.20235008150213138,0
0.202746465684113,0.2013080515007264,0
0.202746465684113,0.20246477519643769,0
0.202746465684113,0.038491808174425136,0
0.202746465684113,0.10071817807242915,0
0.202746465684113,0.202746465684113,0
0.202746465684113,0.20293058003572384,0
0.202746465684113,0.202746465684113,0
0.202746465684113,0.16283603122015367,0
0.202746465684113,0.03294778430667066,0
0.202746465684113,0.12844932811648757,0
0.5916224710074269,0.4853807187233777,1
0.5916224710074269,0.5916224710074279,1
0.5916224710074269,0.3287653562516539,1
0.5916224710074269,0.5841302673061514,1
0.5916224710074269,0.2814192200617442,1
0.5916224710074269,0.6515418827616618,1
0.5916224710074269,0.6345254408689633,1
0.5916224710074269,0.5841302673061514,1
0.5916224710074269,0.33763347864710075,1
0.5916224710074269,0.5914889003738515,1
0.5916224710074269,0.33763347864710075,1
0.5916224710074269,0.5013371860068337,1
0.5916224710074269,0.531235410510526,1
0.5916224710074269,0.5916224710074269,1
0.5916224710074269,0.6062230706618952,1
0.5916224710074269,0.4749018792514296,1
0.5916224710074269,0.11969250401183483,1
0.5916224710074269,0.557499320075018,1
0.5916224710074269,0.5183347277834207,1
0.5916224710074269,0.5013371860068337,1
0.10805409242340792,0.04254596345977219,1
0.10805409242340792,0.10805409242340792,1
0.10805409242340792,0.0751993447705356,1
0.10805409242340792,0.10805409242340792,1
0.10805409242340792,0.014904676885161859,1
0.10805409242340792,0.10805409242340792,1
0.10805409242340792,0.017893767723684145,1
0.10805409242340792,0.10805409242340784,1
0.10805409242340792,0.058338758265874424,1
0.10805409242340792,0.10805409242340792,1
0.10805409242340792,0.10805409242340792,1
0.10805409242340792,0.042545963459772185,1
0.10805409242340792,0.0751993447705356,1
0.10805409242340792,0.0751993447705356,1
0.10805409242340792,0.08923028252540142,1
0.10805409242340792,0.017893767723684145,1
0.10805409242340792,0.10805409242340784,1
0.10805409242340792,0.08923028252540142,1
