0.9180658514260774,0.9183598582289656,0,1
0.9180658514260774,0.39965186701655375,1,1
0.9180658514260774,0.39965186701655375,2,1
0.9180658514260774,0.47885913850660056,3,1
0.9180658514260774,0.4821177626491415,4,1
0.9180658514260774,0.4821177626491415,5,1
0.9180658514260774,0.0249455641666534,6,1
0.9180658514260774,0.01365460868428964,7,1
0.9180658514260774,0.3622712309948488,8,1
0.9180658514260774,0.3622712309948488,9,1
0.9180658514260774,0.10968744649070777,10,1
0.9180658514260774,0.10968744649070777,11,1
0.9180658514260774,0.19281427110167676,12,1
0.9180658514260774,0.19281427110167665,13,1
0.9180658514260774,0.2786094920432973,14,1
0.9180658514260774,0.27918105567108387,15,1
0.9180658514260774,0.27976461770987315,16,1
0.9180658514260774,0.25453493005217986,17,1
0.9180658514260774,0.23035338762752158,18,1
0.9180658514260774,0.2549380461540154,19,1
0.9180658514260774,0.19366585800097594,20,1
0.9180658514260774,0.19366585800097594,21,1
0.9180658514260774,0.09068001156790134,22,1
0.9180658514260774,0.09096728192069795,23,1
0.9180658514260774,0.13736958668622332,24,1
0.9180658514260774,0.05177308389574358,25,1
0.9180658514260774,0.11422722891168262,26,1
0.9180658514260774,0.04220725766893697,27,1
0.9180658514260774,0.02154857673217517,28,1
0.9180658514260774,0.055869066861107104,29,1
0.9186022670092859,0.31768319029704883,0,1
0.9186022670092859,0.31768319029704883,1,1
0.9186022670092859,0.22309729237723008,2,1
0.9186022670092859,0.21400061895100012,3,1
0.9186022670092859,0.1499173780246239,4,1
0.9186022670092859,0.23661145725946345,5,1
0.9186022670092859,0.23661145725946345,6,1
0.9186022670092859,0.2503516971627727,7,1
0.9186022670092859,0.20582866082868587,8,1
0.9186022670092859,0.1535926345796724,9,1
0.9186022670092859,0.15817443620970476,10,1
0.9186022670092859,0.15424143262453768,11,1
0.9186022670092859,0.04211484022978974,12,1
0.9186022670092859,0.03909841262962863,13,1
0.9186022670092859,0.09068551498567298,14,1
0.9186022670092859,0.07812722017251132,15,1
0.9186022670092859,0.08921169064931044,16,1
0.9186022670092859,0.14842695928485736,17,1
0.9186022670092859,0.14842695928485736,18,1
0.9186022670092859,0.21680943924465473,19,1
0.9186022670092859,0.18747552350723226,20,1
0.9186022670092859,0.14965542208354224,21,1
0.9186022670092859,0.11250255226019935,22,1
0.9186022670092859,0.07334553867993485,23,1
0.9186022670092859,0.1178423822388861,24,1
0.9186022670092859,0,25,1
0.9186022670092859,0,26,1
0.9186022670092859,0,27,1
0.9186022670092859,0,28,1
0.9186022670092859,0,29,1
0.9444574751980613,0.48104568448828466,0,1
0.9444574751980613,0.8304406816867639,1,1
0.9444574751980613,0.4944550950604401,2,1
0.9444574751980613,0.37918194132227534,3,1
0.9444574751980613,0.3791819413222756,4,1
0.9444574751980613,0.6741089001419962,5,1
0.9444574751980613,0.6741089001419962,6,1
0.9444574751980613,0.682061734863048,7,1
0.9444574751980613,0.682061734863048,8,1
0.9444574751980613,0.3144438232475626,9,1
0.9444574751980613,0.4946797012067407,10,1
0.9444574751980613,0.5045115885901803,11,1
0.9444574751980613,0.5045115885901803,12,1
0.9444574751980613,0.5045115885901801,13,1
