@relation 148141-regression.txt

@attribute dissim numeric
@attribute el0 numeric
@attribute el1 numeric
@attribute el2 numeric
@attribute el3 numeric
@attribute el4 numeric
@attribute el5 numeric
@attribute el6 numeric
@attribute el7 numeric
@attribute el8 numeric
@attribute el9 numeric
@attribute el10 numeric
@attribute el11 numeric
@attribute el12 numeric
@attribute el13 numeric
@attribute el14 numeric
@attribute el15 numeric
@attribute max_el numeric
@attribute diff numeric
@attribute diffplus numeric
@attribute diffminus numeric
@attribute std numeric
@attribute diff/std**0.2 numeric
@attribute diff/std**0.6 numeric
@attribute diff/std**1 numeric
@attribute diff/std**1.4 numeric
@attribute diff/std**2 numeric
@attribute maxmiddle numeric
@attribute similarwindow_4.0 numeric
@attribute similarwindow_4.1 numeric
@attribute similarwindow_4.2 numeric
@attribute similarwindow_4.3 numeric
@attribute stat0 numeric
@attribute stat1 numeric
@attribute stat2 numeric
@attribute stat3 numeric
@attribute stat4 numeric
@attribute stat5 numeric
@attribute stat6 numeric
@attribute stat7 numeric
@attribute stat8 numeric
@attribute stat9 numeric
@attribute stat10 numeric
@attribute stat11 numeric
@attribute stat12 numeric
@attribute stat13 numeric
@attribute stat14 numeric
@attribute stat15 numeric
@attribute stat16 numeric
@attribute stat17 numeric
@attribute stat18 numeric
@attribute stat19 numeric
@attribute stat20 numeric
@attribute stat21 numeric
@attribute stat22 numeric
@attribute stat23 numeric
@attribute stat24 numeric
@attribute stat25 numeric
@attribute stat26 numeric
@attribute stat27 numeric
@attribute stat28 numeric
@attribute stat29 numeric
@attribute stat30 numeric
@attribute stat31 numeric
@attribute stat32 numeric
@attribute stat33 numeric
@attribute stat34 numeric
@attribute stat35 numeric
@attribute stat36 numeric
@attribute stat37 numeric
@attribute stat38 numeric
@attribute stat39 numeric
@attribute stat40 numeric
@attribute stat41 numeric
@attribute stat42 numeric
@attribute stat43 numeric
@attribute stat44 numeric
@attribute class numeric

@data
0.009141,0.041678,0.071467,0.0745,0.18327,0.15886,0.16548,0.14119,0.11698,0.0519,0.04606,0.017435,0.009278,0.014314,0.017366,0.005346,0.000623,0.18327,0.14068,0.061173,-0.079503,0.029857,0.17879,0.28816,0.4559,0.67237,0.74375,0.29688,0.070279,0.70957,0.71439,0.65835,0.017272,0.012717,0.039793,0.099347,0.084507,0.087943,0.077268,0.068524,0.035184,0.022418,0.010407,0.005096,0.007737,0.005314,0.001962,0.000282,0.2778,0.31377,0.2812,0.29332,0.11513,-0.025014,0.13244,0.11459,0.13754,0.13879,0.10367,0.035657,-0.061078,-0.13229,-0.13139,-0.12757,0.11794,-0.029423,0.004026,0.083609,0.1812,0.085327,0.20234,0.15308,-0.002352,-0.038351,0.000979,-0.017999,1.8644,414.5
0.009264,0.035209,0.11419,0.11632,0.06727,0.051234,0.1603,0.20067,0.19945,0.094706,0.058161,0.022219,0.009312,0.019574,0.009483,0.003498,0.001307,0.20067,0.1241,0.059319,-0.064777,0.030624,0.15692,0.25039,0.39241,0.57484,0.64038,0.45312,0.072056,0.46114,0.56339,0.62196,0.008778,0.035387,0.036921,0.03602,0.034334,0.085132,0.10648,0.11227,0.049399,0.029867,0.008816,0.002743,0.001451,0.003184,0.000827,0.000559,0.25659,0.28245,0.267,0.27031,0.035705,0.080612,-0.022743,0.1294,-0.055396,0.13965,0.077129,0.07227,0.12251,0.043198,0.076471,0.12522,0.10857,-0.08102,-0.1413,-0.13745,0.26216,0.15392,0.26931,0.22439,0.037766,-0.013159,0.033299,0.014145,1.8341,387
0.014165,0.039281,0.049911,0.23176,0.24493,0.23877,0.25192,0.26904,0.20552,0.17566,0.097692,0.023612,0.004957,0.01355,0.01396,0.007313,0.000314,0.26904,0.2565,0.15614,-0.10036,0.04542,0.29979,0.40923,0.55255,0.71976,0.8374,0.15625,0.095811,0.66019,0.82088,0.89736,0.010261,0.027991,0.13788,0.14008,0.14231,0.14765,0.15148,0.11129,0.095619,0.053781,0.012544,0.002559,0.007231,0.001356,0.001601,0.000034,0.26846,0.34523,0.29658,0.3118,0.075075,0.077174,0.022514,0.0576,0.020995,0.035156,0.073115,0.11586,0.10976,0.097004,0.13924,0.13429,0.13361,0.080335,0.13895,-0.089018,0.22237,0.020479,0.12063,0.11672,0.012883,-0.052163,-0.028232,-0.033446,1.9045,339
0.009649,0.040198,0.043655,0.059872,0.091422,0.083014,0.089168,0.12258,0.21426,0.21839,0.16938,0.088652,0.008369,0.009184,0.00841,0.001419,0.000594,0.21839,0.15151,0.067833,-0.083676,0.033768,0.18788,0.28842,0.43577,0.62132,0.70789,0.28125,0.29077,0.50092,0.47405,0.52125,0.006966,0.009445,0.009154,0.057774,0.044356,0.041657,0.065012,0.11428,0.11597,0.09053,0.047037,0.004524,0.003197,0.003572,0.000402,0.000315,0.27601,0.29837,0.26915,0.28372,0.11753,0.055037,0.13793,-0.021713,0.13203,-0.14142,0.14131,0.13424,0.13978,0.13162,0.14083,-0.096395,-0.13404,-0.10046,-0.11162,0.14096,0.089056,-0.017611,0.12571,0.06319,-0.018209,-0.037678,-0.006333,-0.026219,1.9396,414.5
0.007953,0.085364,0.061931,0.12342,0.076276,0.12174,0.18737,0.14582,0.1094,0.020381,0.015125,0.010486,0.008513,0.005457,0.014557,0.001538,0.000507,0.18737,0.093064,0.055681,-0.037383,0.021534,0.12625,0.23152,0.413,0.65709,0.63581,0.48438,0.088157,0.29683,0.32963,0.38245,0.033703,0.028874,0.041575,0.030989,0.069618,0.10827,0.081101,0.06277,0.011536,0.008111,0.006341,0.000869,0.000502,0.004299,0.000473,0.000253,0.28352,0.27047,0.2586,0.27172,0.13964,0.14121,0.001439,-0.13434,0.057697,0.047934,0.085898,0.054554,0.06776,0.12756,0.009561,0.039899,0.12254,0.13734,-0.039058,-0.13889,0.3113,0.17612,0.26384,0.25096,0.035192,-0.013978,0.022692,0.013157,1.6827,497.5
0.007795,0.034133,0.07143,0.18452,0.23964,0.084231,0.053427,0.041657,0.07192,0.025266,0.014771,0.002368,0.006007,0.00669,0.008084,0.001773,0.000448,0.23964,0.11226,0.060425,-0.051839,0.021535,0.15229,0.27927,0.49817,0.79259,0.76695,0.21875,0.1237,0.26981,0.4428,0.45276,0.018117,0.047522,0.099544,0.12709,0.045023,0.028363,0.023,0.038391,0.013419,0.008132,0.000918,0.001104,0.001317,0.001692,0.001291,0.000243,0.23997,0.28291,0.24693,0.25866,0.14035,-0.14137,0.12035,0.1414,0.13155,0.1401,0.093777,0.13321,0.13957,0.096921,0.12415,0.12431,-0.12923,0.10205,-0.12936,0.11491,0.47199,0.31669,0.42792,0.3971,0.16674,0.045407,0.13242,0.10313,1.2837,636
0.008425,0.066425,0.069485,0.12023,0.082983,0.13531,0.072975,0.14255,0.16019,0.074116,0.053144,0.019349,0.008707,0.011511,0.007687,0.002753,0.000362,0.16019,0.11497,0.077514,-0.037459,0.01917,0.15963,0.30648,0.57003,0.92628,0.84077,0.39062,0.1374,0.30893,0.42444,0.31792,0.026635,0.040338,0.066509,0.059997,0.052129,0.054523,0.093224,0.102,0.039713,0.031082,0.008186,0.003968,0.005094,0.003005,0.001082,0.000088,0.2616,0.29099,0.27379,0.27749,0.056717,0.043687,0.091735,-0.12364,-0.034489,-0.098846,-0.042386,-0.026552,0.12854,0.037037,-0.11508,0.024259,-0.12375,-0.13328,-0.098289,0.11305,0.28482,0.15225,0.21076,0.21117,0.027825,-0.022296,0.008629,-0.000155,1.8919,442.5
0.007938,0.027771,0.083613,0.18998,0.16718,0.13324,0.1016,0.12149,0.11405,0.06286,0.045288,0.02055,0.005241,0.009039,0.012442,0.003479,0.000547,0.18998,0.13906,0.065491,-0.073573,0.025502,0.18239,0.31287,0.52472,0.80495,0.84263,0.29688,0.19809,0.51504,0.47573,0.53125,0.016567,0.047312,0.10169,0.088888,0.072138,0.055998,0.066558,0.056331,0.030637,0.019603,0.004028,0.00136,0.003468,0.006473,0.001318,0.000175,0.2567,0.28987,0.26194,0.27174,-0.14109,0.068085,0.1298,0.13816,0.1161,0.095668,0.10249,0.01479,-0.015997,0.11317,0.14045,-0.14072,0.052937,-0.048859,-0.12113,0.11811,0.25656,0.11097,0.26955,0.20499,0.045108,-0.030106,0.042939,0.009193,1.7814,511.5
0.009976,0.060384,0.03976,0.056995,0.023816,0.050573,0.15987,0.29153,0.20147,0.050393,0.018924,0.01559,0.011519,0.012725,0.008809,0.016026,0.009157,0.29153,0.10635,0.054434,-0.051919,0.027756,0.13715,0.22752,0.36984,0.55581,0.60073,0.42188,0.11718,0.38517,0.469,0.55957,0.033264,0.02154,0.003717,0.012754,0.029639,0.08544,0.15484,0.095312,0.023839,0.004341,0.005989,0.00348,0.00675,0.004949,0.008884,0.003897,0.27602,0.28654,0.25915,0.2751,0.070046,0.033978,0.070285,-0.066428,0.035241,0.13176,0.13948,-0.080025,0.10713,0.068117,0.020287,0.021981,-0.055801,-0.095376,0.089502,0.10484,0.3651,0.22591,0.31856,0.30024,0.068239,-0.003567,0.045157,0.032696,1.3399,990
0.010099,0.062219,0.15445,0.04153,0.14127,0.10544,0.07846,0.17881,0.20645,0.11103,0.11884,0.12225,0.004452,0.011533,0.014738,0.008757,0.007225,0.20645,0.18254,0.094354,-0.088183,0.03463,0.22522,0.34231,0.51231,0.72519,0.82999,0.21875,0.14371,0.44053,0.68321,0.70962,0.038385,0.085715,0.022681,0.07502,0.056723,0.042764,0.096595,0.11061,0.059892,0.063134,0.067097,0.002184,0.004822,0.001512,0.002011,0.002165,0.22725,0.25327,0.21528,0.23632,-0.12679,0.088224,0.10599,0.1397,0.12368,0.10828,0.11872,0.12866,0.12041,0.13921,0.10035,0.11319,-0.14086,-0.079051,0.14,0.092163,0.45467,0.18974,0.37382,0.32119,0.16729,0.016828,0.10669,0.075408,1.7227,254
0.007158,0.16373,0.15422,0.045399,0.050165,0.048434,0.024871,0.063579,0.07818,0.051454,0.065928,0.12495,0.010425,0.009681,0.012216,0.006189,0.004843,0.16373,0.049894,0.020487,-0.029406,0.019901,0.068757,0.13007,0.23871,0.38541,0.35739,0.53125,0.14644,0.32434,0.40571,0.45362,0.048127,0.060586,0.002196,0.026687,0.014921,0.016887,0.037996,0.046735,0.035295,0.024364,0.056336,0.003967,0.002931,0.004473,0.000491,0.001012,0.1897,0.20814,0.23128,0.21053,0.12297,-0.012221,0.13538,0.13747,-0.085424,-0.061834,0.01881,0.018592,-0.066596,-0.10209,0.13968,-0.089552,0.060745,-0.12187,0.13715,0.059945,0.37382,0.31706,0.41581,0.37529,0.10669,0.062786,0.10926,0.096893,1.5426,227.5
0.006648,0.043017,0.036821,0.098968,0.1616,0.043846,0.080743,0.10186,0.057247,0.025603,0.018399,0.008152,0.007742,0.02128,0.008035,0.00713,0.005899,0.1616,0.081538,0.055326,-0.026212,0.018034,0.1146,0.22537,0.42838,0.70284,0.61527,0.60938,0.092526,0.20286,0.43832,0.53958,0.0195,0.00568,0.058932,0.091094,0.026623,0.053388,0.060265,0.035285,0.011656,0.009371,0.002287,0.00467,0.003991,0.004287,0.002918,0.005129,0.25861,0.28339,0.26598,0.27041,0.1414,-0.050324,-0.11384,0.003124,0.006337,-0.11575,0.027155,-0.004706,-0.10595,0.064714,-0.075515,-0.10387,0.10528,0.061052,-0.13227,-0.13474,0.34384,0.22846,0.26766,0.27638,0.065441,0.011253,0.027908,0.031215,1.6765,254
0.006595,0.048644,0.075984,0.061841,0.16008,0.048779,0.069001,0.089226,0.049032,0.031855,0.019309,0.005801,0.007323,0.01656,0.006845,0.007666,0.006241,0.16008,0.042331,0.012499,-0.029832,0.021977,0.057192,0.10404,0.18423,0.29194,0.28545,0.5625,0.0634,0.21467,0.30797,0.31775,0.01635,0.019416,0.019955,0.062545,0.027034,0.043653,0.037082,0.021534,0.02131,0.002284,0.003155,0.0011,0.010069,0.003631,0.001633,0.000375,0.27332,0.26294,0.26412,0.2671,-0.14068,0.096543,0.12622,0.091856,-0.090243,-0.041567,0.013665,-0.022567,-0.054513,0.08983,0.1107,-0.14135,0.005323,0.14116,-0.063823,-0.096299,0.25677,0.27007,0.30388,0.27585,0.021369,0.035954,0.03927,0.0313,1.7106,261
0.009051,0.034081,0.20744,0.14922,0.093382,0.070738,0.060932,0.17534,0.15598,0.075557,0.034064,0.010112,0.007862,0.0041,0.007661,0.0056,0.008849,0.20744,0.13803,0.08421,-0.053819,0.025155,0.18153,0.31308,0.52774,0.81216,0.84537,0.15625,0.10597,0.46948,0.46814,0.48621,0.01975,0.12692,0.098148,0.053808,0.024894,0.035036,0.095037,0.08272,0.040794,0.018441,0.005387,0.001944,0.002199,0.002789,0.001368,0.00116,0.23722,0.29264,0.26453,0.26785,-0.12793,0.000634,-0.045546,0.044959,0.079487,0.0525,0.11474,0.1414,0.11936,0.11617,0.13571,-0.052997,0.1274,-0.069128,0.094701,0.060636,0.34217,0.23855,0.29427,0.28998,0.056088,0.00856,0.025546,0.028984,1.6292,412.5
0.008755,0.039762,0.039664,0.060065,0.20827,0.065927,0.10082,0.12594,0.1299,0.068623,0.038713,0.022534,0.009667,0.007061,0.003135,0.00971,0.005421,0.20827,0.11193,0.060376,-0.051558,0.029776,0.14233,0.22965,0.3637,0.53678,0.5933,0.39062,0.077814,0.53053,0.74292,0.84897,0.013695,0.013403,0.031891,0.114,0.017683,0.0409,0.065272,0.066167,0.036792,0.019906,0.012593,0.005178,0.001956,0.000557,0.00522,0.002148,0.26863,0.29789,0.27922,0.28342,0.11119,0.1248,0.13996,0.10345,0.10034,-0.070206,0.098608,0.14141,0.12779,-0.05745,0.080879,0.1291,0.022782,-0.00019,0.12446,-0.018219,0.20939,0.12171,0.1804,0.16884,0.010659,-0.02533,-0.00326,-0.008661,1.6898,825.5
0.008784,0.066027,0.055472,0.12292,0.2639,0.10662,0.098544,0.048205,0.0086,0.00786,0.005641,0.089063,0.008169,0.011972,0.014577,0.004898,0.004365,0.2639,0.089375,0.040596,-0.048779,0.025185,0.11751,0.20258,0.34132,0.52512,0.54687,0.53125,0.058885,0.43155,0.50638,0.53891,0.025707,0.009171,0.067026,0.14031,0.056629,0.052492,0.023824,0.005684,0.005356,0.001844,0.038702,0.001792,0.004966,0.004971,0.002614,0.001499,0.2844,0.30988,0.27162,0.28965,0.14084,-0.01694,0.10776,0.13822,0.13951,0.13585,-0.04556,0.08549,-0.063526,0.11668,0.14082,0.14142,-0.074588,-0.13283,0.13333,-0.06813,0.27508,0.1979,0.27261,0.24671,0.019797,-0.022065,0.017911,0.002506,1.5859,880
0.00511,0.031465,0.039565,0.072208,0.15226,0.064714,0.058232,0.025896,0.043826,0.006069,0.031177,0.027766,0.01018,0.010345,0.008023,0.006212,0.003224,0.15226,0.042289,0.0267,-0.015589,0.015175,0.061518,0.12949,0.26145,0.43823,0.34374,0.67188,0.047961,0.22624,0.29864,0.28945,0.017799,0.01581,0.01783,0.088332,0.025965,0.032469,0.007352,0.009235,0.002605,0.010505,0.008052,0.005458,0.007455,0.003942,0.002194,0.001133,0.25437,0.25492,0.24801,0.25257,0.1339,0.11075,-0.081887,0.000587,0.11695,0.083184,-0.13381,0.084164,-0.11989,0.055208,0.11457,-0.059843,-0.13666,0.093966,-0.003748,0.12345,0.42916,0.33774,0.3845,0.38324,0.12238,0.065531,0.095215,0.093427,1.2329,935
0.013102,0.11841,0.15063,0.14364,0.24986,0.11553,0.19257,0.16243,0.22576,0.11527,0.11063,0.038474,0.009132,0.008105,0.009412,0.007281,0.008465,0.24986,0.19811,0.12926,-0.068849,0.038291,0.23958,0.34993,0.5042,0.69284,0.80329,0.39062,0.16174,0.57342,0.78126,0.97925,0.037292,0.095343,0.086212,0.14076,0.071379,0.11652,0.088777,0.12746,0.062666,0.060114,0.020475,0.004329,0.000826,0.003433,0.003354,0.001928,0.23032,0.28889,0.28196,0.27342,0.087821,-0.13475,-0.13759,0.072553,-0.0064,0.008968,0.10514,0.07031,0.11126,0.11181,0.13704,-0.1398,0.1273,0.10402,-0.086474,0.042712,0.30034,0.097233,0.22014,0.19773,0.042984,-0.036843,0.001936,-0.007881,1.827,825
0.026109,0.032311,0.26199,0.25129,0.26347,0.29198,0.30754,0.40164,0.40655,0.36941,0.34638,0.31126,0.13132,0.008876,0.00935,0.008086,0.011484,0.40655,0.4769,0.31149,-0.1654,0.089201,0.48713,0.50857,0.5287,0.54361,0.53244,0.0625,0.072443,1.2217,1.454,1.5553,0.011663,0.15055,0.15259,0.14969,0.18317,0.18954,0.24955,0.25025,0.22129,0.2082,0.19382,0.071012,0.004837,0.004976,0.00416,0.003711,0.18631,0.36428,0.26625,0.30917,0.13162,0.053101,0.006307,0.064094,-0.016914,-0.004668,-0.010355,-0.003775,0.01691,0.014199,-0.01187,0.11755,0.10856,0.13698,0.092683,0.11299,0.12638,-0.078423,-0.032935,0.064242,-0.022674,-0.052902,-0.050568,-0.043103,2.1284,990
0.015334,0.049142,0.11113,0.054142,0.15644,0.1354,0.11932,0.39019,0.49909,0.12711,0.055421,0.012377,0.009223,0.01607,0.021521,0.011097,0.01053,0.49909,0.23078,0.1201,-0.11069,0.04161,0.2745,0.38794,0.54162,0.72545,0.84493,0.34375,0.16128,0.34329,0.4264,0.55429,0.02665,0.060969,0.02927,0.082969,0.071894,0.063291,0.21378,0.27082,0.067668,0.029408,0.003858,0.00356,0.005339,0.009267,0.006244,0.008323,0.195,0.29794,0.19146,0.23923,0.11413,-0.046986,0.053679,0.14135,0.13988,0.1412,0.10239,0.11346,0.13661,0.14071,-0.089025,-0.11484,-0.041738,-0.12715,-0.11599,-0.13329,0.20928,0.17273,0.14481,0.23079,-0.002866,-0.013395,-0.036839,0.020903,1.6298,990
0.005155,0.040106,0.062375,0.066965,0.063172,0.053447,0.048119,0.086103,0.095295,0.038893,0.025216,0.013334,0.008292,0.01142,0.008061,0.005762,0.004504,0.095295,0.055832,0.033819,-0.022013,0.016987,0.07941,0.15989,0.3104,0.51357,0.43329,0.39062,0.082134,0.22175,0.23788,0.26971,0.008582,0.025765,0.025146,0.038148,0.028348,0.02847,0.048008,0.05291,0.015364,0.008673,0.003467,0.00389,0.00414,0.002941,0.002467,0.002574,0.26288,0.26078,0.27148,0.26539,-0.095405,0.09773,-0.088131,0.010568,0.14128,0.027116,0.083238,0.087723,-0.025855,0.11439,-0.11874,-0.079749,0.13758,-0.12752,-0.10454,0.058207,0.37317,0.30597,0.33839,0.33824,0.076586,0.045088,0.051201,0.056459,1.4333,758.5
0.020642,0.1077,0.19596,0.16649,0.21292,0.20045,0.24824,0.28081,0.32518,0.34584,0.31321,0.20269,0.17931,0.014842,0.011112,0.012883,0.011725,0.34584,0.39594,0.23279,-0.16315,0.078878,0.41449,0.45443,0.49568,0.53327,0.54826,0.046875,0.12184,0.88588,1.4191,1.5467,0.059375,0.12507,0.097225,0.118,0.11179,0.14054,0.15807,0.18734,0.20004,0.18052,0.10876,0.095629,0.007701,0.005941,0.007242,0.004074,0.2362,0.34955,0.27919,0.30792,0.095455,-0.028005,0.038391,0.089648,0.083056,0.067539,0.073348,0.050682,0.047033,0.050344,0.12685,0.13437,-0.12795,0.10748,0.074651,-0.026901,0.051166,-0.1183,-0.057066,-0.006067,-0.01352,-0.043597,-0.046168,-0.042834,2.0129,550
0.007546,0.056287,0.078261,0.096932,0.037097,0.10471,0.17742,0.18674,0.12648,0.021217,0.029322,0.047008,0.004372,0.007383,0.009176,0.009424,0.00821,0.18674,0.12031,0.047859,-0.072455,0.022957,0.16114,0.28814,0.5022,0.78866,0.78789,0.32812,0.13217,0.50568,0.51919,0.70676,0.024726,0.041962,0.033944,0.022817,0.0596,0.098358,0.099655,0.069535,0.01218,0.016402,0.025575,0.000688,0.002199,0.002241,0.002692,0.00261,0.23804,0.25958,0.22945,0.24451,0.037093,0.12773,-0.07687,-0.003184,0.06223,0.089382,0.13353,0.098552,0.054036,0.079835,-0.083579,-0.12524,0.02152,-0.14127,0.095779,0.001754,0.39278,0.28658,0.44755,0.36604,0.11844,0.053741,0.15308,0.09806,1.4599,1815.5
0.011065,0.071037,0.082142,0.10119,0.066221,0.15189,0.21322,0.26275,0.24846,0.13655,0.039519,0.019043,0.005646,0.010255,0.009064,0.008669,0.005255,0.26275,0.16769,0.085848,-0.081841,0.033295,0.20853,0.32192,0.48896,0.69996,0.79528,0.32812,0.2526,0.65665,0.75683,0.78901,0.034004,0.034019,0.048095,0.035342,0.082449,0.11377,0.1424,0.13459,0.073739,0.020966,0.010214,0.00173,0.003019,0.003927,0.003724,0.001101,0.3091,0.31504,0.28129,0.30439,0.13701,-0.12268,0.029193,0.13345,0.11302,0.13374,0.11488,0.1155,0.11914,0.14092,0.1273,-0.13924,0.12487,0.058844,-0.13972,0.14049,0.26464,0.10942,0.24086,0.20107,0.013972,-0.037414,0.008558,-0.010389,1.6571,577.5
0.011912,0.02548,0.35731,0.44841,0.18667,0.044297,0.043105,0.014832,0.015164,0.018729,0.016228,0.027022,0.016004,0.036527,0.016637,0.026454,0.016002,0.44841,0.16519,0.080699,-0.084493,0.031674,0.20748,0.32669,0.50558,0.73387,0.82462,0.26562,0.049313,0.16495,0.20483,0.20606,0.006415,0.18994,0.2378,0.099216,0.023508,0.023022,0.009642,0.000881,0.0106,0.005172,0.003465,0.005067,0.02095,0.008395,0.003678,0.006739,0.15079,0.28139,0.14434,0.20579,0.1414,0.13843,0.14142,0.13862,0.14057,0.13254,-0.039029,0.13852,0.067848,-0.023791,0.033492,-0.046897,0.054885,-0.13389,-0.070183,0.12054,0.39584,0.3831,0.38506,0.49405,0.096454,0.073405,0.087208,0.19393,1.005,523
0.010813,0.028418,0.14273,0.055594,0.20785,0.22771,0.084167,0.13655,0.16481,0.08465,0.024269,0.008755,0.001616,0.008813,0.0067,0.008521,0.007546,0.22771,0.13437,0.083635,-0.050736,0.028578,0.17227,0.28251,0.45429,0.67768,0.73964,0.5,0.21539,0.42586,0.51928,0.49476,0.014955,0.0678,0.037188,0.11191,0.14203,0.038806,0.073559,0.087671,0.044947,0.019962,0.005175,0.00061,0.002533,0.00588,0.004579,0.002461,0.23911,0.27515,0.25897,0.2603,-0.097857,0.10741,-0.12897,0.12265,-0.012997,-0.13999,0.12208,0.13754,0.13988,-0.14126,-0.13804,-0.12011,0.10263,0.089421,0.1252,0.14045,0.43503,0.21642,0.31467,0.30946,0.14916,0.003862,0.062608,0.055851,1.5563,495.5
0.009553,0.038291,0.040403,0.060328,0.088353,0.006345,0.060196,0.22476,0.2827,0.18752,0.08931,0.026276,0.011975,0.00986,0.006391,0.009999,0.014415,0.2827,0.14979,0.077217,-0.072575,0.030023,0.19016,0.30582,0.48284,0.71106,0.7878,0.375,0.19631,0.38856,0.57482,0.59175,0.007545,0.018202,0.032078,0.047598,0.002197,0.032063,0.11957,0.15175,0.099492,0.047637,0.014198,0.001569,0.004921,0.003704,0.002145,0.003246,0.23297,0.25957,0.22842,0.24327,-0.11238,-0.112,0.13808,0.12199,0.13541,0.13591,0.13744,0.12635,0.14085,0.13418,0.11842,-0.12136,-0.06919,-0.13943,0.070971,-0.14089,0.47309,0.24916,0.45612,0.37539,0.17558,0.03044,0.16581,0.10261,1.4619,495
0.010465,0.025662,0.042196,0.13011,0.26522,0.22161,0.092766,0.10928,0.071742,0.074205,0.030586,0.016781,0.003146,0.006384,0.010321,0.008394,0.008209,0.26522,0.15438,0.090486,-0.063889,0.027659,0.19921,0.33094,0.53866,0.81022,0.87463,0.20312,0.19517,0.40603,0.46001,0.5678,0.015017,0.022407,0.083945,0.14802,0.13277,0.052008,0.058321,0.038069,0.039404,0.01629,0.008368,0.000577,0.003287,0.006025,0.006105,0.002509,0.26352,0.31651,0.27986,0.28993,0.036558,0.13977,-0.034552,0.08225,0.016829,0.077494,0.13354,0.14069,0.13979,0.13602,0.112,-0.14056,0.12611,0.038699,-0.11342,-0.14015,0.34765,0.21009,0.26358,0.26929,0.072904,-0.011683,0.019002,0.01984,1.5122,440
0.010546,0.14221,0.25696,0.22011,0.028017,0.037925,0.11404,0.15328,0.14893,0.029211,0.051129,0.016288,0.006869,0.006976,0.005733,0.003354,0.014509,0.25696,0.10015,0.065499,-0.034656,0.027012,0.12986,0.21775,0.35755,0.54098,0.57905,0.35938,0.15302,0.47874,0.52384,0.58783,0.050955,0.12409,0.065153,0.017237,0.022446,0.066116,0.08452,0.078985,0.015974,0.027186,0.008779,0.001145,0.00108,0.002133,0.002051,0.005475,0.20065,0.21789,0.24943,0.22507,0.033215,-0.063991,-0.086448,-0.003418,-0.093177,0.044926,0.095189,0.14134,0.10452,0.13811,0.12148,0.10166,-0.087064,-0.094656,0.001066,-0.056578,0.48919,0.24045,0.35201,0.35471,0.18411,0.017068,0.066754,0.078161,1.4916,453
0.014929,0.022826,0.0621,0.075801,0.11953,0.18403,0.24643,0.23251,0.29443,0.26421,0.22899,0.16237,0.007481,0.007329,0.003408,0.00428,0.008691,0.29443,0.25668,0.15143,-0.10525,0.052654,0.29129,0.37498,0.4784,0.59348,0.68042,0.29688,0.12145,0.90422,0.84982,0.79893,0.010318,0.030735,0.018566,0.083521,0.10507,0.13972,0.12897,0.1623,0.14468,0.12313,0.088661,0.001858,0.000957,0.001824,0.00166,0.001791,0.28756,0.32939,0.29058,0.30957,0.134,0.060495,-0.080014,-0.074669,0.059215,0.066073,0.088798,0.09556,0.10299,0.12426,0.10618,0.038035,0.133,-0.1217,-0.083322,-0.11752,0.19383,-0.045011,0.10822,0.078852,0.000049,-0.041586,-0.0149,-0.031472,1.967,467.5
0.021455,0.093903,0.19776,0.22093,0.23048,0.22258,0.18858,0.24613,0.25354,0.2342,0.16078,0.049025,0.12706,0.011542,0.010776,0.007677,0.010358,0.25354,0.24098,0.13588,-0.1051,0.077238,0.25333,0.28007,0.30801,0.33391,0.34595,0.25,0.20152,0.84477,0.90675,1.152,0.053175,0.11485,0.10518,0.12792,0.12475,0.10001,0.13094,0.13533,0.12908,0.084844,0.029956,0.067662,0.003713,0.000621,0.000609,0.003927,0.24392,0.3464,0.27642,0.29734,0.065463,0.14141,-0.11178,-0.13581,0.077788,0.14139,0.13744,0.13335,0.095761,0.070861,-0.13271,0.1362,-0.059425,-0.02309,0.049871,0.009607,-0.021105,-0.002452,-0.051358,0.01352,-0.050292,-0.051508,-0.048026,-0.041658,2.065,742.5
0.010567,0.034348,0.048797,0.054018,0.034015,0.05798,0.092897,0.15982,0.22586,0.20598,0.2126,0.1503,0.009567,0.010274,0.007363,0.007216,0.008571,0.22586,0.18055,0.10931,-0.071244,0.035382,0.22182,0.33429,0.49627,0.69814,0.80179,0.3125,0.10268,0.6781,0.69993,0.70557,0.017109,0.025185,0.033344,0.018251,0.035081,0.054067,0.088523,0.12984,0.11536,0.1165,0.085848,0.005752,0.003786,0.003377,0.001436,0.002256,0.28817,0.31352,0.29327,0.30193,0.084369,0.070218,-0.007578,0.12684,0.009042,0.04139,0.090302,0.052724,0.078607,0.1022,0.058875,-0.038528,-0.060087,-0.044365,0.037806,-0.053248,0.14773,-0.014134,0.091182,0.072039,-0.013615,-0.034465,-0.021595,-0.0289,1.9902,371
