@relation 148141-regression.txt

@attribute dissim numeric
@attribute el0 numeric
@attribute el1 numeric
@attribute el2 numeric
@attribute el3 numeric
@attribute el4 numeric
@attribute el5 numeric
@attribute el6 numeric
@attribute el7 numeric
@attribute el8 numeric
@attribute el9 numeric
@attribute el10 numeric
@attribute el11 numeric
@attribute el12 numeric
@attribute el13 numeric
@attribute el14 numeric
@attribute el15 numeric
@attribute max_el numeric
@attribute diff numeric
@attribute diffplus numeric
@attribute diffminus numeric
@attribute std numeric
@attribute diff/std**0.2 numeric
@attribute diff/std**0.6 numeric
@attribute diff/std**1 numeric
@attribute diff/std**1.4 numeric
@attribute diff/std**2 numeric
@attribute maxmiddle numeric
@attribute similarwindow_4.0 numeric
@attribute similarwindow_4.1 numeric
@attribute similarwindow_4.2 numeric
@attribute similarwindow_4.3 numeric
@attribute stat0 numeric
@attribute stat1 numeric
@attribute stat2 numeric
@attribute stat3 numeric
@attribute stat4 numeric
@attribute stat5 numeric
@attribute stat6 numeric
@attribute stat7 numeric
@attribute stat8 numeric
@attribute stat9 numeric
@attribute stat10 numeric
@attribute stat11 numeric
@attribute stat12 numeric
@attribute stat13 numeric
@attribute stat14 numeric
@attribute stat15 numeric
@attribute stat16 numeric
@attribute stat17 numeric
@attribute stat18 numeric
@attribute stat19 numeric
@attribute stat20 numeric
@attribute stat21 numeric
@attribute stat22 numeric
@attribute stat23 numeric
@attribute stat24 numeric
@attribute stat25 numeric
@attribute stat26 numeric
@attribute stat27 numeric
@attribute stat28 numeric
@attribute stat29 numeric
@attribute stat30 numeric
@attribute stat31 numeric
@attribute stat32 numeric
@attribute stat33 numeric
@attribute stat34 numeric
@attribute stat35 numeric
@attribute stat36 numeric
@attribute stat37 numeric
@attribute stat38 numeric
@attribute stat39 numeric
@attribute stat40 numeric
@attribute stat41 numeric
@attribute stat42 numeric
@attribute stat43 numeric
@attribute stat44 numeric
@attribute class numeric

@data
0.011148,0.04304,0.059997,0.10846,0.20399,0.15404,0.16398,0.14665,0.093298,0.15011,0.093366,0.033441,0.004045,0.006979,0.005892,0.000979,0.00095,0.20399,0.16098,0.093772,-0.067204,0.041021,0.19202,0.27291,0.38309,0.5154,0.60006,0.23438,0.14135,0.65255,0.54584,0.64292,0.02092,0.028155,0.060778,0.11882,0.086498,0.087952,0.079902,0.050041,0.079625,0.051432,0.009058,0.000964,0.00092,0.00377,0.000763,0.000193,0.28997,0.33356,0.31411,0.31544,-0.001458,0.13727,0.077947,0.040697,0.075863,0.12736,0.10872,0.12733,0.14117,0.096307,-0.11781,-0.14079,-0.13305,-0.05439,-0.14142,-0.10815,0.14652,0.039098,0.12733,0.10341,-0.021913,-0.048818,-0.029866,-0.036582,2.0288,592
0.005858,0.046729,0.032247,0.063761,0.082976,0.12529,0.10483,0.11598,0.044664,0.040852,0.003372,0.009363,0.002683,0.006223,0.004517,0.000685,0.000779,0.12529,0.075479,0.045734,-0.029745,0.016844,0.10754,0.21725,0.423,0.70066,0.58798,0.29688,0.13881,0.32125,0.25815,0.31564,0.016114,0.011703,0.032843,0.046279,0.070759,0.05724,0.064746,0.023511,0.016262,0.001851,0.004383,0.000654,0.001527,0.001293,0.000478,0.000448,0.29256,0.3093,0.29941,0.30102,-0.108,-0.003717,0.06272,-0.078697,0.069968,0.10623,0.081918,0.06705,0.1093,0.10002,-0.029209,-0.032436,-0.074738,-0.076574,0.14013,-0.089913,0.21217,0.13929,0.19769,0.18176,-0.00231,-0.023873,-0.003316,-0.011183,1.819,493.5
0.011739,0.061828,0.1217,0.054305,0.23865,0.24012,0.22517,0.17777,0.038431,0.018894,0.021635,0.012388,0.006151,0.008081,0.006625,0.001094,0.001003,0.24012,0.14093,0.076191,-0.06474,0.033327,0.17522,0.27039,0.41055,0.58755,0.6677,0.42188,0.11748,0.49264,0.56663,0.72342,0.014517,0.052129,0.041202,0.13426,0.13089,0.11993,0.094447,0.029085,0.011631,0.007568,0.006123,0.003891,0.001772,0.003557,0.000622,0.000596,0.28335,0.33659,0.27737,0.30174,-0.1244,0.020313,-0.037682,0.073914,0.1082,0.13591,0.13912,-0.10265,-0.003804,0.14127,0.03466,-0.11379,-0.0366,0.12596,0.064493,-0.13567,0.19702,0.13086,0.17956,0.17203,-0.003006,-0.040049,-0.01231,-0.020005,1.7585,657.5
0.012645,0.083483,0.089734,0.10416,0.15912,0.16347,0.20149,0.18907,0.20126,0.17297,0.18731,0.12172,0.004787,0.007182,0.005007,0.003657,0.001092,0.20149,0.2368,0.13785,-0.098946,0.039033,0.28527,0.41351,0.59151,0.80808,0.93834,0.17188,0.26557,0.62152,0.80309,0.84562,0.044882,0.064193,0.056113,0.086567,0.087129,0.1071,0.10246,0.12902,0.10319,0.10335,0.068193,0.000904,0.00421,0.002184,0.000929,0.000428,0.236,0.29906,0.24788,0.26874,0.12449,-0.084051,0.12197,0.1104,0.13513,0.13853,0.11501,-0.030698,0.020257,0.094458,0.078226,-0.042045,0.035139,-0.12839,0.03915,0.13018,0.15968,-0.027259,0.08809,0.073758,0.01553,-0.033187,-0.004702,-0.018809,1.8921,592
0.01068,0.017405,0.046086,0.015325,0.11506,0.068711,0.036409,0.12587,0.2263,0.24968,0.25609,0.15028,0.005797,0.006,0.004534,0.002711,0.002232,0.25609,0.15534,0.073597,-0.081739,0.034146,0.1922,0.29376,0.44198,0.62817,0.71718,0.4375,0.11815,0.69587,0.83928,0.97722,0.012013,0.012507,0.004769,0.02855,0.036439,0.003177,0.069596,0.12092,0.13243,0.13589,0.08162,0.001284,0.001718,0.001245,0.000668,0.001198,0.26763,0.28431,0.26043,0.27325,0.13758,0.029855,0.12372,0.11631,0.14142,0.016369,0.092207,0.13203,0.1412,0.14072,0.11242,-0.11468,0.13872,0.006183,0.12222,0.12649,0.18317,0.039431,0.1939,0.134,0.016481,-0.027838,0.020362,-0.004548,1.8707,756
0.010165,0.039574,0.031393,0.14821,0.11102,0.11372,0.082425,0.092274,0.062999,0.13945,0.067141,0.15857,0.028126,0.011139,0.006875,0.001824,0.001889,0.15857,0.077126,0.067462,-0.009665,0.028206,0.09914,0.16343,0.26408,0.39526,0.42953,0.59375,0.22223,0.29949,0.42563,0.47837,0.024728,0.011276,0.10709,0.079169,0.046063,0.058991,0.041321,0.043899,0.061429,0.039168,0.060654,0.009139,0.006734,0.004295,0.001209,0.000683,0.29289,0.32162,0.31736,0.31256,-0.082389,-0.009287,-0.13264,-0.082846,0.094231,-0.084221,-0.12367,-0.13494,-0.054522,-0.13762,-0.042958,0.11213,0.009724,0.006261,-0.068549,-0.13936,0.093968,0.038097,0.022844,0.052202,-0.029314,-0.040438,-0.039884,-0.037769,1.9818,493.5
0.010216,0.059946,0.036363,0.05329,0.026373,0.074638,0.15583,0.29888,0.19607,0.064195,0.027545,0.014889,0.006946,0.010863,0.008114,0.002662,0.001504,0.29888,0.11284,0.057631,-0.055208,0.029309,0.14394,0.2337,0.37229,0.55175,0.60698,0.4375,0.11473,0.38152,0.43756,0.49383,0.033141,0.021251,0.002676,0.016699,0.041755,0.08281,0.15851,0.093201,0.034332,0.006393,0.005906,0.001884,0.007322,0.00133,0.000321,0.000573,0.27871,0.28938,0.26159,0.27795,-0.010091,-0.027117,-0.089912,-0.022973,0.079718,0.13888,0.14142,-0.09983,0.10007,0.005956,-0.10803,-0.13234,-0.05823,-0.065035,0.069387,0.12758,0.3512,0.21339,0.30575,0.28698,0.0632,-0.003347,0.040387,0.029515,1.6323,624.5
0.010422,0.060606,0.16332,0.048844,0.16359,0.11994,0.1002,0.18783,0.21185,0.12606,0.13777,0.12225,0.005117,0.008301,0.002844,0.004354,0.001702,0.21185,0.20052,0.10654,-0.093979,0.034583,0.24747,0.37634,0.56352,0.798,0.91311,0.1875,0.22437,0.48598,0.69084,0.72019,0.040607,0.089898,0.027348,0.086757,0.065515,0.056165,0.10232,0.11403,0.068444,0.073076,0.065473,0.002901,0.002307,0.00087,0.001321,0.000573,0.23247,0.26414,0.22133,0.24462,-0.1406,0.097153,0.078847,0.14141,0.10581,0.077672,0.10891,0.12301,0.1128,0.14122,0.12909,0.066119,0.14139,-0.053467,-0.14002,0.12714,0.41389,0.13897,0.31382,0.27138,0.14413,0.004178,0.080243,0.054056,1.7935,460.5
0.013439,0.11033,0.066969,0.093874,0.057393,0.051083,0.14402,0.28254,0.32975,0.20396,0.043841,0.13281,0.010114,0.010116,0.009902,0.003689,0.002375,0.32975,0.16397,0.089355,-0.074611,0.039303,0.19726,0.28515,0.40683,0.55462,0.64433,0.42188,0.23167,0.53411,0.65549,0.6993,0.060023,0.022886,0.031526,0.012658,0.029536,0.084293,0.15271,0.17794,0.10821,0.023892,0.081404,0.007377,0.005502,0.005916,0.000956,0.000782,0.23802,0.29378,0.23192,0.2582,0.085393,-0.11336,0.12019,0.031143,0.047365,0.036412,0.11809,0.12,0.14098,0.10847,0.041318,-0.11761,0.11067,-0.068595,-0.069696,-0.10744,0.2345,0.12643,0.15711,0.17828,0.042189,-0.026137,-0.002011,0.001842,1.9462,625
0.00778,0.051721,0.099611,0.064153,0.090234,0.059848,0.10228,0.20364,0.12388,0.030868,0.008598,0.006994,0.009716,0.004691,0.005946,0.001762,0.001745,0.20364,0.07288,0.046956,-0.025925,0.019858,0.10048,0.19025,0.34942,0.56437,0.52269,0.45312,0.13308,0.32986,0.36179,0.22864,0.014704,0.019776,0.054018,0.027712,0.043175,0.066324,0.1221,0.066409,0.018538,0.001491,0.0021,0.003445,0.002488,0.002248,0.0006,0.000951,0.2579,0.26556,0.26692,0.26388,-0.063705,-0.061404,-0.1043,0.1233,-0.087161,-0.037562,0.016156,0.12793,-0.04948,0.13837,-0.14031,0.095921,0.14116,-0.12376,0.14039,0.10856,0.31644,0.21509,0.26649,0.26435,0.057258,0.008487,0.032742,0.030787,1.6011,625
0.005735,0.046952,0.049304,0.095039,0.035464,0.067302,0.056023,0.088436,0.12482,0.046824,0.016607,0.020162,0.004894,0.007521,0.004768,0.003046,0.000586,0.12482,0.063213,0.029342,-0.033871,0.019154,0.08778,0.16858,0.31365,0.50973,0.46246,0.48438,0.18259,0.21638,0.2387,0.24033,0.019316,0.027116,0.032156,0.009565,0.035709,0.030572,0.032218,0.067836,0.02269,0.0091,0.011403,0.001616,0.002279,0.001903,0.000904,0.000156,0.26695,0.28814,0.27682,0.27778,0.11129,0.098096,-0.086907,-0.10269,0.14082,0.10692,-0.13637,0.11164,0.082545,-0.12173,0.13426,0.14008,-0.012199,0.013285,-0.038364,0.013769,0.26656,0.22847,0.27311,0.25547,0.029001,0.012211,0.026355,0.021985,1.6294,920.5
0.009558,0.033279,0.047596,0.080681,0.21913,0.06927,0.11135,0.14634,0.14846,0.091989,0.057883,0.03122,0.005447,0.005645,0.004924,0.002178,0.001257,0.21913,0.13627,0.085577,-0.050693,0.027935,0.1755,0.29041,0.47095,0.70662,0.76541,0.29688,0.24137,0.58572,0.73739,0.66361,0.016582,0.016994,0.04595,0.13256,0.030916,0.059928,0.089136,0.082555,0.050153,0.031817,0.016716,0.002235,0.002933,0.002841,0.001592,0.000122,0.26952,0.30676,0.29018,0.29134,-0.0481,-0.062061,0.06168,0.0092,0.031876,-0.096727,0.003981,0.086073,0.10795,0.098693,0.12949,0.14116,0.10517,0.049251,-0.10868,-0.13335,0.22173,0.093492,0.15449,0.15324,0.015468,-0.031489,-0.012771,-0.014427,1.8105,690.5
0.016116,0.18564,0.21727,0.16878,0.17723,0.15383,0.15801,0.18594,0.1815,0.15955,0.23854,0.14607,0.006174,0.003039,0.007143,0.004635,0.002347,0.23854,0.25487,0.12122,-0.13365,0.05923,0.28252,0.34708,0.42316,0.50422,0.56535,0.4375,0.13402,0.73513,0.87368,1.1323,0.098453,0.11852,0.10601,0.098617,0.075572,0.083818,0.096504,0.097784,0.089808,0.087117,0.090969,0.003929,0.001517,0.002027,0.001557,0.001185,0.30667,0.39069,0.30898,0.34302,0.14136,0.10735,-0.01768,0.085395,0.045856,0.1411,0.13966,0.12195,0.039139,-0.12921,-0.01195,-0.026185,-0.075706,-0.13348,-0.060158,-0.079702,-0.12836,-0.12828,-0.096059,-0.092179,-0.044724,-0.045941,-0.047718,-0.045482,1.7304,920.5
0.013558,0.093771,0.058911,0.038768,0.15859,0.21798,0.26161,0.24848,0.27526,0.14613,0.087493,0.13745,0.0069,0.010111,0.008439,0.004254,0.004064,0.27526,0.21403,0.098912,-0.11512,0.039822,0.25682,0.36933,0.52431,0.71189,0.82772,0.375,0.094613,0.30998,0.43967,0.41158,0.033636,0.027854,0.021557,0.084647,0.1158,0.1458,0.13243,0.14712,0.084286,0.051706,0.076845,0.003704,0.002117,0.003462,0.001525,0.001288,0.29038,0.36576,0.29187,0.32182,-0.078572,-0.13734,0.086105,0.13336,0.13929,0.083673,0.13519,0.13161,0.049638,-0.13961,-0.075353,0.12652,0.13839,0.11589,0.11475,0.08314,-0.074667,-0.064451,-0.041828,-0.039461,-0.047738,-0.051058,-0.054174,-0.048138,1.8838,1052.5
0.008925,0.061929,0.04942,0.1282,0.27891,0.12235,0.1113,0.046284,0.007483,0.012386,0.014849,0.086974,0.003013,0.00628,0.002512,0.002182,0.003478,0.27891,0.097319,0.046905,-0.050415,0.024739,0.12841,0.22294,0.3781,0.58411,0.60371,0.46875,0.070627,0.43637,0.50906,0.53116,0.028033,0.005225,0.068533,0.14795,0.065019,0.059549,0.024869,0.0035,0.006374,0.008542,0.03505,0.001595,0.001873,0.000501,0.000671,0.00055,0.28973,0.31956,0.27767,0.29688,0.14126,0.12647,0.13144,0.14114,0.13882,0.13037,-0.020907,-0.14135,0.084278,0.052094,0.14134,-0.10609,-0.028213,0.057514,0.12004,0.13949,0.26445,0.18294,0.25457,0.23233,0.016991,-0.026762,0.00962,-0.002784,1.6225,559
0.011159,0.056384,0.11461,0.099055,0.029898,0.10209,0.13983,0.17158,0.24145,0.22738,0.17776,0.0735,0.004549,0.005181,0.004023,0.001588,0.001197,0.24145,0.16949,0.07545,-0.094039,0.037473,0.20586,0.30325,0.44054,0.6093,0.70496,0.34375,0.17609,0.59263,0.65088,0.69863,0.019142,0.030781,0.02211,0.018327,0.061439,0.081671,0.09277,0.12821,0.12066,0.094282,0.039466,0.001211,0.002747,0.00143,0.000304,0.00026,0.28758,0.29165,0.27538,0.28763,-0.028502,0.050648,0.074724,-0.13107,0.013197,0.038206,0.1177,0.13988,0.14058,0.14128,0.12598,0.066486,-0.001838,0.007907,0.044678,0.011785,0.24053,0.069138,0.25883,0.18342,0.016625,-0.032861,0.022347,-0.006138,1.8785,559
0.008164,0.044332,0.050104,0.11218,0.022345,0.07283,0.043992,0.15606,0.23602,0.10444,0.027273,0.002957,0.003321,0.004746,0.007409,0.003008,0.000819,0.23602,0.10004,0.061351,-0.038685,0.023172,0.13374,0.23826,0.41386,0.64865,0.65089,0.5,0.091028,0.2869,0.38226,0.41456,0.022035,0.024352,0.032205,0.001551,0.039849,0.02571,0.086585,0.12936,0.062235,0.016296,0.00136,0.001886,0.00265,0.002515,0.000556,0.00039,0.2756,0.30024,0.28318,0.28762,0.093483,-0.13385,0.11813,0.085527,0.10387,-0.094394,0.084236,0.10197,0.021193,-0.12121,-0.030521,0.064327,-0.10315,-0.11677,0.13138,0.050384,0.30364,0.19735,0.251,0.24746,0.041753,-0.003638,0.01461,0.014413,1.6815,691
0.014994,0.065783,0.069091,0.10909,0.20866,0.20258,0.29612,0.31944,0.3399,0.15935,0.086106,0.040134,0.010369,0.013059,0.010357,0.003698,0.001308,0.3399,0.26018,0.13683,-0.12336,0.048576,0.30005,0.39881,0.52482,0.66881,0.77444,0.3125,0.20789,0.43417,0.53248,0.52034,0.025487,0.039173,0.057889,0.11335,0.11422,0.16046,0.16955,0.1806,0.085192,0.045725,0.021436,0.007046,0.005188,0.005405,0.000451,0.000356,0.27061,0.34104,0.26507,0.30051,0.10605,-0.14094,0.14067,0.11216,0.071676,0.11504,0.14034,0.13904,0.13129,0.13974,0.13249,0.088765,-0.14141,-0.14118,-0.096968,-0.13479,0.18519,0.004755,0.12937,0.10612,0.001683,-0.053601,-0.014475,-0.032403,1.9101,559
0.012557,0.097971,0.12428,0.12692,0.25014,0.11548,0.17924,0.14282,0.20758,0.12076,0.1024,0.04233,0.005508,0.008472,0.003231,0.00533,0.001481,0.25014,0.20156,0.11025,-0.09131,0.040086,0.24153,0.34644,0.49058,0.66475,0.77318,0.3125,0.13778,0.63234,0.84344,0.80312,0.038404,0.091581,0.084987,0.13274,0.06215,0.095626,0.07095,0.1101,0.065071,0.055289,0.023565,0.002106,0.001394,0.001492,0.001147,0.000511,0.24646,0.31259,0.2868,0.28725,-0.096917,-0.094464,-0.054981,0.14063,0.12321,0.13394,0.1392,0.14131,0.12172,0.11931,0.084852,0.13972,-0.11042,0.13563,0.11649,0.10644,0.22559,0.098832,0.23591,0.18536,0.011078,-0.034868,0.009371,-0.009856,1.9315,592
0.01206,0.02271,0.052645,0.19512,0.32996,0.14129,0.060108,0.081502,0.15804,0.054932,0.064537,0.026385,0.006729,0.006312,0.008673,0.002537,0.001338,0.32996,0.16129,0.10165,-0.059638,0.032252,0.20185,0.31555,0.48504,0.70055,0.79054,0.26562,0.16438,0.3218,0.42233,0.6661,0.012604,0.014157,0.11791,0.19055,0.08825,0.055782,0.04536,0.085187,0.03176,0.034809,0.014311,0.003625,0.001636,0.001508,0.001461,0.000842,0.14971,0.26675,0.19772,0.21435,0.088121,-0.097779,0.010046,0.048479,-0.013955,-0.13688,0.085162,0.12133,0.047425,0.12058,-0.090068,0.12216,-0.13028,-0.025018,-0.040014,0.13695,0.2562,0.30308,0.28232,0.34892,0.024054,0.055274,0.039784,0.10257,1.5755,723.5
0.025773,0.030278,0.26681,0.2536,0.27555,0.29731,0.3069,0.40475,0.42231,0.37652,0.33737,0.31588,0.13832,0.006204,0.005278,0.002741,0.001206,0.42231,0.48256,0.28779,-0.19477,0.096712,0.48502,0.49034,0.49386,0.49271,0.4661,0.23438,0.40842,1.283,1.5336,1.5679,0.017498,0.14432,0.1436,0.14902,0.17215,0.17552,0.23326,0.23966,0.21096,0.18878,0.18222,0.073485,0.002173,0.002046,0.000509,0.000308,0.2017,0.37178,0.25576,0.30953,0.047829,0.11718,0.067388,0.11739,0.046064,0.05761,0.05038,0.065191,0.07813,0.079495,0.049482,0.13917,0.097295,0.10158,0.020068,0.10901,0.066187,-0.08721,-0.03187,0.054517,-0.03187,-0.050556,-0.047722,-0.039779,2.088,625
0.009807,0.036567,0.040131,0.072156,0.16824,0.17053,0.11141,0.084244,0.081276,0.1777,0.18346,0.024425,0.004381,0.007147,0.003329,0.002241,0.000687,0.18346,0.1155,0.058548,-0.056949,0.033154,0.14375,0.22228,0.33817,0.48467,0.5502,0.29688,0.10096,0.49778,0.60567,0.62225,0.01235,0.022086,0.032049,0.044934,0.095896,0.059118,0.041282,0.043328,0.096134,0.097555,0.012954,0.001666,0.002269,0.001047,0.00119,0.000159,0.31835,0.32404,0.30429,0.31652,-0.093781,-0.1081,0.093618,-0.01191,0.074378,0.14074,0.073704,0.13486,0.11699,0.138,0.14141,0.13155,0.079428,0.080096,0.13902,-0.13912,0.095374,0.018675,0.092648,0.068424,-0.03207,-0.0444,-0.027633,-0.036308,1.8776,822
0.016022,0.064987,0.09874,0.059048,0.15358,0.1323,0.12418,0.40226,0.51699,0.13623,0.069229,0.012536,0.004172,0.007056,0.01067,0.002662,0.003655,0.51699,0.23686,0.13987,-0.096987,0.041831,0.28143,0.3969,0.553,0.73947,0.86135,0.32812,0.044503,0.2986,0.40472,0.46026,0.035003,0.04869,0.031567,0.084114,0.07283,0.068862,0.23265,0.29351,0.075245,0.038812,0.002776,0.000908,0.005218,0.004975,0.000578,0.001804,0.21161,0.31485,0.22116,0.25972,0.12225,0.016786,0.13135,0.10275,0.097092,0.089018,0.047098,0.064787,0.093337,0.0775,-0.089848,-0.14142,-0.1146,0.031763,-0.13884,0.14126,0.24388,0.13019,0.11415,0.19228,0.015588,-0.027124,-0.040972,-0.001645,1.8293,592
0.009802,0.039269,0.070075,0.069847,0.038051,0.22136,0.20868,0.18553,0.096517,0.087735,0.052731,0.003112,0.004465,0.00708,0.006643,0.000857,0.001187,0.22136,0.11573,0.052124,-0.063609,0.028131,0.14885,0.24562,0.39729,0.59505,0.64607,0.53125,0.14465,0.42722,0.59764,0.64947,0.016195,0.048106,0.023399,0.026384,0.11997,0.11077,0.098394,0.055952,0.025958,0.013078,0.001559,0.002083,0.000935,0.00353,0.000273,0.000361,0.25677,0.30542,0.25511,0.2747,0.088608,-0.1371,0.08414,0.093678,0.11485,0.14019,0.14141,-0.037583,-0.12078,0.11247,0.13804,-0.13686,0.141,0.13903,-0.13596,0.14111,0.21282,0.14714,0.2582,0.20398,0.024681,-0.022779,0.043533,0.008748,1.8823,493.5
0.010643,0.065414,0.21812,0.02103,0.092879,0.064795,0.12073,0.077155,0.22614,0.20567,0.02692,0.083648,0.006318,0.010826,0.01073,0.001749,0.001359,0.22614,0.13313,0.072363,-0.060762,0.032512,0.16634,0.25921,0.39725,0.57248,0.64718,0.3125,0.08696,0.66863,0.75916,0.74641,0.031566,0.062754,0.012019,0.049857,0.036217,0.063499,0.043712,0.12025,0.11056,0.017676,0.048106,0.001073,0.004338,0.001442,0.001267,0.000333,0.21036,0.24674,0.22954,0.23137,-0.096466,0.024831,-0.13276,0.12635,-0.10112,0.14011,0.066846,0.13806,0.12459,-0.044625,0.05236,-0.12816,0.12079,0.14135,-0.024458,-0.07921,0.45329,0.25354,0.44605,0.37109,0.17616,0.045807,0.16601,0.11285,1.6304,625
0.009553,0.027433,0.037979,0.054651,0.11042,0.093699,0.088088,0.22941,0.1794,0.24524,0.056779,0.027334,0.004411,0.01068,0.004004,0.002749,0.000868,0.24524,0.1436,0.084766,-0.058833,0.027836,0.18507,0.30668,0.49798,0.74784,0.80908,0.375,0.052206,0.58477,0.67916,0.785,0.007472,0.015186,0.012178,0.06084,0.051005,0.047671,0.13494,0.098113,0.13751,0.031883,0.006348,0.002075,0.003826,0.001604,0.000975,0.000161,0.25006,0.27063,0.24545,0.25791,-0.13409,-0.060863,0.14124,0.04166,0.10975,0.1166,0.03208,0.10443,0.077318,0.075852,0.12862,0.10106,-0.09756,-0.12517,0.12309,0.071441,0.38952,0.18734,0.32619,0.29052,0.11055,0.009744,0.082842,0.055211,1.6717,559
0.010327,0.049682,0.059771,0.082208,0.14101,0.11803,0.11016,0.15741,0.15475,0.15254,0.13842,0.18364,0.005588,0.00955,0.006817,0.001178,0.000776,0.18364,0.16782,0.078647,-0.089171,0.038028,0.20323,0.29764,0.42999,0.59209,0.68605,0.28125,0.25816,0.75824,0.73205,0.69144,0.019098,0.024487,0.036871,0.068668,0.045397,0.058443,0.088074,0.082158,0.08254,0.07346,0.10154,0.00243,0.005147,0.002199,0.000632,0.000047,0.26644,0.27185,0.24807,0.26521,0.084571,-0.029921,0.064653,0.083228,-0.010411,0.14096,0.079536,0.14005,0.11673,0.14054,0.092209,-0.13487,0.12159,0.010138,0.12752,0.10995,0.1902,0.018512,0.1937,0.12937,0.014128,-0.023885,0.021789,-0.004723,1.9357,691
0.007029,0.042351,0.056454,0.055197,0.067094,0.099716,0.050589,0.10579,0.22772,0.094306,0.005125,0.013773,0.00234,0.004472,0.006633,0.002074,0.000942,0.22772,0.096205,0.044545,-0.05166,0.021886,0.13009,0.23704,0.42036,0.66666,0.65047,0.32812,0.16594,0.31098,0.30643,0.32108,0.003508,0.026843,0.028689,0.025159,0.053102,0.028965,0.056533,0.12124,0.050055,0.00092,0.007323,0.001465,0.002367,0.001623,0.000805,0.00035,0.25628,0.25811,0.24816,0.25518,-0.07427,0.14004,0.089276,-0.11964,0.1362,0.056576,0.13184,0.13646,0.14038,0.040545,0.13814,-0.070877,0.038581,0.098306,0.092598,0.12623,0.37498,0.26158,0.39741,0.34012,0.088774,0.041699,0.10632,0.073816,1.6304,690.5
0.0086,0.058133,0.040082,0.04639,0.041175,0.07964,0.10377,0.15443,0.14277,0.07002,0.06932,0.10542,0.009499,0.005038,0.006619,0.0028,0.001732,0.15443,0.10751,0.049574,-0.057932,0.02989,0.1366,0.22007,0.34802,0.51313,0.56778,0.46875,0.12305,0.26348,0.45178,0.44647,0.028566,0.020586,0.029264,0.035326,0.044544,0.055374,0.082698,0.077337,0.031951,0.02599,0.061188,0.00353,0.000098,0.002204,0.000401,0.000767,0.30022,0.29863,0.28368,0.29531,0.042892,0.12464,-0.14052,-0.13069,-0.055146,0.13362,0.1293,0.11552,-0.01909,0.11857,0.043875,-0.10939,-0.068617,-0.012699,0.070246,-0.11102,0.20831,0.099895,0.19057,0.1653,0.002043,-0.028448,-0.003925,-0.012128,1.9254,690.5
0.02188,0.037729,0.051085,0.039831,0.045373,0.080933,0.19712,0.39055,0.45289,0.45321,0.22111,0.23324,0.010421,0.015845,0.012398,0.010053,0.003771,0.45321,0.29314,0.15904,-0.1341,0.066951,0.31708,0.37104,0.4314,0.49237,0.53469,0.34375,0.084131,0.53813,0.63633,0.70101,0.006026,0.031756,0.005271,0.01336,0.043899,0.1047,0.20779,0.25499,0.25027,0.11743,0.12504,0.005528,0.008454,0.004063,0.005389,0.001233,0.11401,0.31437,0.16759,0.22645,-0.12257,0.08257,-0.072684,-0.13781,0.11391,0.13944,0.13735,0.073117,0.093625,0.13959,0.12793,0.14097,-0.003544,-0.092359,0.12804,0.11071,0.15029,0.2339,0.25587,0.38462,-0.019856,-0.001179,0.015846,0.11442,1.5605,1219
0.014717,0.052147,0.041859,0.1089,0.026318,0.053764,0.10042,0.20669,0.2371,0.25613,0.42946,0.16553,0.009455,0.013182,0.029113,0.011129,0.004076,0.42946,0.21213,0.099497,-0.11263,0.047357,0.24588,0.33012,0.43868,0.56372,0.65418,0.32812,0.12505,0.32435,0.50473,0.4508,0.009934,0.015313,0.040157,0.014246,0.023548,0.04112,0.11541,0.13018,0.13583,0.22778,0.10377,0.002419,0.004473,0.009733,0.001847,0.001687,0.17765,0.29742,0.15602,0.22494,-0.14138,-0.10663,-0.13975,0.11631,-0.041946,0.097449,0.081672,0.099987,0.14142,0.1413,-0.016414,-0.040459,0.061313,0.035526,-0.11029,0.11717,0.106,0.17692,0.11916,0.24368,-0.041703,-0.018082,-0.023832,0.035257,1.8303,1219
0.006846,0.066702,0.069452,0.074887,0.070641,0.02354,0.024207,0.057129,0.20489,0.040983,0.055448,0.019902,0.006957,0.008467,0.010364,0.001176,0.000626,0.20489,0.0623,0.024379,-0.037921,0.01864,0.086983,0.16885,0.31721,0.5178,0.46235,0.53125,0.095658,0.29779,0.3043,0.33436,0.031807,0.033891,0.046317,0.038481,0.007038,0.016449,0.026357,0.10884,0.024384,0.012949,0.00695,0.003668,0.001726,0.002723,0.000677,0.000294,0.2668,0.24818,0.24018,0.25243,0.13859,0.1414,-0.034429,0.10895,-0.13493,-0.12423,0.12996,0.13924,0.022434,-0.04523,-0.046403,0.13641,0.1402,0.074999,0.051345,-0.009751,0.3359,0.27276,0.36398,0.32461,0.05647,0.033384,0.076935,0.055201,1.5201,661.5
