@relation InstanceResultListener

@attribute Key_Dataset {soybean}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-C 0.1 -M 2'}
@attribute Key_Scheme_version_ID {-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 96\n','Number of leaves: 62\nSize of the tree: 95\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 58\nSize of the tree: 89\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 69\nSize of the tree: 103\n','Number of leaves: 71\nSize of the tree: 106\n','Number of leaves: 55\nSize of the tree: 85\n','Number of leaves: 55\nSize of the tree: 86\n','Number of leaves: 54\nSize of the tree: 84\n','Number of leaves: 57\nSize of the tree: 87\n','Number of leaves: 67\nSize of the tree: 102\n','Number of leaves: 65\nSize of the tree: 99\n','Number of leaves: 54\nSize of the tree: 83\n','Number of leaves: 70\nSize of the tree: 107\n','Number of leaves: 61\nSize of the tree: 93\n','Number of leaves: 72\nSize of the tree: 106\n','Number of leaves: 59\nSize of the tree: 90\n','Number of leaves: 66\nSize of the tree: 98\n','Number of leaves: 58\nSize of the tree: 90\n','Number of leaves: 62\nSize of the tree: 96\n','Number of leaves: 56\nSize of the tree: 86\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 53\nSize of the tree: 83\n','Number of leaves: 70\nSize of the tree: 104\n','Number of leaves: 57\nSize of the tree: 88\n','Number of leaves: 62\nSize of the tree: 93\n','Number of leaves: 71\nSize of the tree: 107\n','Number of leaves: 59\nSize of the tree: 91\n','Number of leaves: 70\nSize of the tree: 105\n','Number of leaves: 60\nSize of the tree: 93\n','Number of leaves: 53\nSize of the tree: 82\n','Number of leaves: 57\nSize of the tree: 89\n','Number of leaves: 74\nSize of the tree: 111\n','Number of leaves: 64\nSize of the tree: 97\n','Number of leaves: 56\nSize of the tree: 85\n','Number of leaves: 66\nSize of the tree: 100\n','Number of leaves: 62\nSize of the tree: 94\n','Number of leaves: 67\nSize of the tree: 103\n','Number of leaves: 56\nSize of the tree: 83\n','Number of leaves: 68\nSize of the tree: 102\n','Number of leaves: 71\nSize of the tree: 108\n','Number of leaves: 60\nSize of the tree: 91\n','Number of leaves: 66\nSize of the tree: 103\n','Number of leaves: 55\nSize of the tree: 83\n','Number of leaves: 74\nSize of the tree: 110\n','Number of leaves: 61\nSize of the tree: 95\n','Number of leaves: 74\nSize of the tree: 113\n','Number of leaves: 67\nSize of the tree: 101\n','Number of leaves: 60\nSize of the tree: 90\n','Number of leaves: 73\nSize of the tree: 110\n','Number of leaves: 61\nSize of the tree: 94\n','Number of leaves: 71\nSize of the tree: 104\n','Number of leaves: 57\nSize of the tree: 86\n','Number of leaves: 66\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 92\n','Number of leaves: 70\nSize of the tree: 106\n','Number of leaves: 63\nSize of the tree: 97\n','Number of leaves: 52\nSize of the tree: 80\n','Number of leaves: 77\nSize of the tree: 114\n','Number of leaves: 69\nSize of the tree: 102\n','Number of leaves: 59\nSize of the tree: 89\n','Number of leaves: 67\nSize of the tree: 100\n','Number of leaves: 73\nSize of the tree: 108\n','Number of leaves: 63\nSize of the tree: 98\n','Number of leaves: 64\nSize of the tree: 95\n','Number of leaves: 56\nSize of the tree: 88\n','Number of leaves: 56\nSize of the tree: 87\n','Number of leaves: 64\nSize of the tree: 98\n','Number of leaves: 73\nSize of the tree: 109\n','Number of leaves: 61\nSize of the tree: 96\n','Number of leaves: 63\nSize of the tree: 96\n','Number of leaves: 65\nSize of the tree: 98\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 101\n','Number of leaves: 68\nSize of the tree: 104\n','Number of leaves: 69\nSize of the tree: 104\n','Number of leaves: 72\nSize of the tree: 107\n','Number of leaves: 65\nSize of the tree: 97\n','Number of leaves: 70\nSize of the tree: 103\n','Number of leaves: 60\nSize of the tree: 92\n','Number of leaves: 72\nSize of the tree: 108\n','Number of leaves: 51\nSize of the tree: 79\n','Number of leaves: 67\nSize of the tree: 99\n','Number of leaves: 63\nSize of the tree: 95\n','Number of leaves: 68\nSize of the tree: 103\n','Number of leaves: 69\nSize of the tree: 105\n','Number of leaves: 75\nSize of the tree: 114\n','Number of leaves: 52\nSize of the tree: 81\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 69\nSize of the tree: 101\n','Number of leaves: 63\nSize of the tree: 94\n','Number of leaves: 61\nSize of the tree: 91\n','Number of leaves: 63\nSize of the tree: 99\n','Number of leaves: 71\nSize of the tree: 105\n','Number of leaves: 54\nSize of the tree: 85\n','Number of leaves: 50\nSize of the tree: 77\n','Number of leaves: 51\nSize of the tree: 78\n','Number of leaves: 49\nSize of the tree: 76\n','Number of leaves: 58\nSize of the tree: 87\n','Number of leaves: 50\nSize of the tree: 78\n','Number of leaves: 48\nSize of the tree: 74\n','Number of leaves: 52\nSize of the tree: 79\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 66\nSize of the tree: 97\n','Number of leaves: 51\nSize of the tree: 76\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
soybean,16,5,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886043,0.01308,0.079751,13.629738,36.467581,257.538027,1090.570004,-833.031977,3.787324,16.037794,-12.25047,235.863715,3.468584,91.584034,0,0,0,0,1,66,1,2,?,0,?,?,0.992424,0.666667,0.897059,0.012023,0.987977,0.102941,?,0.897059,?,?,0.991926,0.972982,?,0.897059,0.002,0,0,0,0,0,56956,202557,29158,98.529412,8.591331,'Number of leaves: 58\nSize of the tree: 89\n',89,58,58
soybean,16,6,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.902672,0.014494,0.086342,15.101564,39.474454,258.351808,2164.111724,-1905.759917,3.799291,31.825172,-28.025881,234.000045,3.441177,90.574185,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.011954,0.988046,0.088235,0.917268,0.911765,0.907682,0.900477,0.97989,0.91759,0.92809,0.911765,0.003,0,0.015625,0,15.625,0,54290,202557,29158,97.058824,8.978328,'Number of leaves: 55\nSize of the tree: 84\n',84,55,55
soybean,16,7,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.951567,0.010647,0.065818,11.076426,30.038603,260.863526,1086.235952,-825.372425,3.836228,15.974058,-12.13783,244.572827,3.596659,93.755087,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.00673,0.99327,0.044118,0.957353,0.955882,0.955452,0.949963,0.989664,0.960909,0.979686,0.955882,0.002,0,0,0,0,0,57068,202557,29158,98.529412,8.74613,'Number of leaves: 59\nSize of the tree: 89\n',89,59,59
soybean,16,8,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935361,0.011239,0.072287,11.691827,32.990955,260.863526,1088.524594,-827.661068,3.836228,16.007715,-12.171486,243.203202,3.576518,93.230052,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.008973,0.991027,0.058824,?,0.941176,?,?,0.990778,0.969861,?,0.941176,0.002,0,0,0,0,0,59156,202557,29158,98.529412,8.74613,'Number of leaves: 61\nSize of the tree: 93\n',93,61,61
soybean,16,9,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,60,8,0,88.235294,11.764706,0,0.870753,0.017719,0.10747,18.432966,49.048248,260.863526,2177.580942,-1916.717416,3.836228,32.023249,-28.187021,228.087335,3.354226,87.435502,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.882353,0.017946,0.982054,0.117647,0.889706,0.882353,0.880829,0.866945,0.969217,0.868392,0.938965,0.882353,0.002,0,0,0,0,0,57068,202557,29158,95.588235,8.978328,'Number of leaves: 59\nSize of the tree: 89\n',89,59,59
soybean,16,10,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935392,0.012973,0.071761,13.48842,32.731795,262.207565,18.823382,243.384183,3.855994,0.276814,3.579179,244.030062,3.588677,93.067514,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.00776,0.99224,0.058824,?,0.941176,?,?,0.996231,0.972092,?,0.941176,0.003,0,0,0,0,0,54756,202557,29158,100,9.597523,'Number of leaves: 55\nSize of the tree: 85\n',85,55,55
soybean,17,1,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,62,7,0,89.855072,10.144928,0,0.889093,0.015126,0.084181,15.721672,38.382714,266.179335,28.413416,237.765919,3.857672,0.411789,3.445883,241.219822,3.495939,90.623046,1,2,0.029851,2,0.970149,65,0,0,0.5,1,0.666667,0.696473,0.985075,0.5,0.898551,0.010276,0.989724,0.101449,?,0.898551,?,?,0.994553,0.947999,?,0.898551,0.003,0,0.015625,0,15.625,0,50468,202240,29475,98.550725,8.924485,'Number of leaves: 50\nSize of the tree: 77\n',77,50,50
soybean,17,2,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.904476,0.012791,0.085776,13.295152,39.110188,266.179335,2162.293753,-1896.114417,3.857672,31.337591,-27.479919,243.634819,3.530939,91.530328,1,2,0.014925,1,0.985075,66,0,0,0.666667,1,0.8,0.81038,0.992537,0.666667,0.913043,0.011594,0.988406,0.086957,0.921757,0.913043,0.90781,0.903098,0.982505,0.937852,0.914169,0.913043,0.002,0,0,0,0,0,60666,202240,29475,97.101449,8.009153,'Number of leaves: 62\nSize of the tree: 96\n',96,62,62
soybean,17,3,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.920598,0.012871,0.078118,13.377858,35.617467,266.200947,1090.742004,-824.541056,3.857985,15.807855,-11.94987,246.990516,3.579573,92.783485,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.009128,0.990872,0.072464,?,0.927536,?,?,0.989523,0.95334,?,0.927536,0.002,0,0,0,0,0,58690,202240,29475,98.550725,8.314264,'Number of leaves: 61\nSize of the tree: 92\n',92,61,61
soybean,17,4,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886936,0.015798,0.097605,16.436528,44.551032,260.270002,32.393882,227.87612,3.8275,0.476381,3.351119,233.460992,3.43325,89.699539,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.015703,0.984297,0.102941,0.904832,0.897059,0.895934,0.884137,0.989041,0.919284,0.953574,0.897059,0.002,0.001,0,0,0,0,54756,202557,29158,97.058824,8.049536,'Number of leaves: 55\nSize of the tree: 85\n',85,55,55
soybean,17,5,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,60,8,0,88.235294,11.764706,0,0.870569,0.016877,0.103307,17.575696,47.205213,259.229897,3243.050723,-2983.820827,3.812204,47.691922,-43.879718,228.771983,3.364294,88.250617,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.882353,0.012845,0.987155,0.117647,?,0.882353,?,?,0.970734,0.882858,?,0.882353,0.002,0,0,0,0,0,60312,202557,29158,95.588235,9.597523,'Number of leaves: 63\nSize of the tree: 95\n',95,63,63
soybean,17,6,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935207,0.011681,0.072966,12.162882,33.336423,259.937716,19.98955,239.948165,3.822613,0.293964,3.528649,240.75012,3.540443,92.618387,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.008973,0.991027,0.058824,?,0.941176,?,?,0.996351,0.96777,?,0.941176,0.002,0,0.015625,0,15.625,0,52090,202557,29158,100,9.365325,'Number of leaves: 52\nSize of the tree: 80\n',80,52,52
soybean,17,7,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935484,0.010761,0.068568,11.194519,31.293015,260.977821,16.883893,244.093928,3.837909,0.248293,3.589617,244.774115,3.599619,93.791156,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.006949,0.993051,0.058824,?,0.941176,?,?,0.997507,0.981967,?,0.941176,0.004,0,0,0,0,0,52780,202557,29158,100,8.359133,'Number of leaves: 54\nSize of the tree: 81\n',81,54,54
soybean,17,8,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,59,9,0,86.764706,13.235294,0,0.854286,0.016823,0.096189,17.501086,43.900979,260.757564,1099.114476,-838.356912,3.83467,16.163448,-12.328778,231.02684,3.397454,88.598327,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.867647,0.018166,0.981834,0.132353,?,0.867647,?,?,0.98566,0.928198,?,0.867647,0.002,0,0,0,0,0,54290,202557,29158,97.058824,8.900929,'Number of leaves: 55\nSize of the tree: 84\n',84,55,55
soybean,17,9,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,60,8,0,88.235294,11.764706,0,0.870445,0.01493,0.088234,15.532401,40.270461,260.757564,1097.586992,-836.829427,3.83467,16.140985,-12.306315,232.066265,3.412739,88.996945,0.5,1,0,0,1,66,0.5,1,1,0.5,0.666667,0.70181,0.742424,0.514706,0.882353,0.014824,0.985176,0.117647,?,0.882353,?,?,0.988549,0.945817,?,0.882353,0.002,0,0,0,0,0,62624,202557,29158,97.058824,8.513932,'Number of leaves: 67\nSize of the tree: 99\n',99,67,67
soybean,17,10,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,58,10,0,85.294118,14.705882,0,0.83871,0.017851,0.103482,18.570821,47.229437,260.757564,2171.386638,-1910.629074,3.83467,31.932156,-28.097486,231.054188,3.397856,88.608815,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.852941,0.017513,0.982487,0.147059,0.866422,0.852941,0.855403,0.840305,0.978705,0.908546,0.896983,0.852941,0.002,0,0,0,0,0,58690,202557,29158,97.058824,8.74613,'Number of leaves: 61\nSize of the tree: 92\n',92,61,61
soybean,18,1,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.920781,0.012987,0.085641,13.506287,39.071538,264.835296,3232.301318,-2967.466022,3.838193,46.844947,-43.006754,243.119022,3.523464,91.800083,1,2,0.014925,1,0.985075,66,0,0,0.666667,1,0.8,0.81038,1,1,0.927536,0.006345,0.993655,0.072464,0.942512,0.927536,0.924667,0.923102,0.974821,0.926335,0.937456,0.927536,0.002,0,0,0,0,0,62400,202240,29475,95.652174,7.627765,'Number of leaves: 65\nSize of the tree: 99\n',99,65,65
soybean,18,2,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.904498,0.016044,0.098943,16.675661,45.11089,266.315242,4311.88346,-4045.568217,3.859641,62.491065,-58.631423,234.690285,3.401308,88.124992,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.011302,0.988698,0.086957,?,0.913043,?,?,0.96303,0.877798,?,0.913043,0.001,0,0.015625,0,15.625,0,55334,202240,29475,94.202899,9.382151,'Number of leaves: 56\nSize of the tree: 86\n',86,56,56
soybean,18,3,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.905198,0.015229,0.081164,15.828585,37.005198,266.315242,21.684222,244.63102,3.859641,0.314264,3.545377,245.313141,3.555263,92.113819,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.0076,0.9924,0.086957,0.945652,0.913043,0.916201,0.914624,0.994946,0.956465,0.932769,0.913043,0.003,0,0,0,0,0,55334,202240,29475,100,9.229596,'Number of leaves: 56\nSize of the tree: 86\n',86,56,56
soybean,18,4,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.951578,0.010218,0.067223,10.631689,30.68631,260.123055,15.870196,244.252859,3.825339,0.233385,3.591954,244.9927,3.602834,94.183386,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.00673,0.99327,0.044118,0.959392,0.955882,0.955668,0.950144,0.997755,0.979754,0.981717,0.955882,0.003,0.001,0,0,0,0,60200,202557,29158,100,8.436533,'Number of leaves: 62\nSize of the tree: 95\n',95,62,62
soybean,18,5,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,60,8,0,88.235294,11.764706,0,0.87026,0.015614,0.099317,16.261482,45.384514,259.102322,2172.159587,-1913.057264,3.810328,31.943523,-28.133195,229.50529,3.375078,88.577087,0.5,1,0,0,1,66,0.5,1,1,0.5,0.666667,0.70181,0.75,0.514706,0.882353,0.01646,0.98354,0.117647,0.896814,0.882353,0.878229,0.86943,0.977675,0.909246,0.916314,0.882353,0.003,0.001,0,0,0,0,57068,202557,29158,95.588235,8.513932,'Number of leaves: 59\nSize of the tree: 89\n',89,59,59
soybean,18,6,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.91899,0.011695,0.073526,12.178383,33.593101,259.736831,1089.002032,-829.265201,3.819659,16.014736,-12.195076,239.630491,3.523978,92.258957,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.008206,0.991794,0.073529,?,0.926471,?,?,0.991194,0.969424,?,0.926471,0.01,0,0,0,0,0,54756,202557,29158,98.529412,9.055728,'Number of leaves: 55\nSize of the tree: 85\n',85,55,55
soybean,18,7,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.90288,0.012445,0.083055,12.939419,37.881985,262.229177,1093.076432,-830.847255,3.856311,16.074653,-12.218342,241.166542,3.546567,91.967852,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.01346,0.98654,0.088235,?,0.911765,?,?,0.986042,0.949583,?,0.911765,0.003,0,0,0,0,0,61468,202557,29158,98.529412,8.436533,'Number of leaves: 65\nSize of the tree: 97\n',97,65,65
soybean,18,8,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919067,0.013268,0.082951,13.802629,37.858166,260.863526,2162.723686,-1901.86016,3.836228,31.80476,-27.968532,237.899802,3.498526,91.197035,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.011216,0.988784,0.073529,?,0.926471,?,?,0.981929,0.93756,?,0.926471,0.002,0,0,0,0,0,55912,202557,29158,97.058824,8.978328,'Number of leaves: 57\nSize of the tree: 87\n',87,57,57
soybean,18,9,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.951567,0.011173,0.069516,11.623333,31.726671,260.863526,17.548498,243.315028,3.836228,0.258066,3.578162,243.832008,3.585765,93.4711,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.00673,0.99327,0.044118,0.958824,0.955882,0.955407,0.950438,0.996799,0.968301,0.979668,0.955882,0.003,0,0,0,0,0,53134,202557,29158,98.529412,8.049536,'Number of leaves: 53\nSize of the tree: 82\n',82,53,53
soybean,18,10,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886882,0.015481,0.096162,16.104334,43.887547,260.863526,2169.959428,-1909.095902,3.836228,31.911168,-28.07494,232.950192,3.425738,89.299641,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.013905,0.986095,0.102941,?,0.897059,?,?,0.975863,0.903096,?,0.897059,0.003,0,0,0,0,0,53712,202557,29158,95.588235,8.513932,'Number of leaves: 54\nSize of the tree: 83\n',83,54,54
soybean,19,1,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.920434,0.012714,0.075212,13.221819,34.313767,264.835296,21.964247,242.871049,3.838193,0.318322,3.51987,245.585256,3.559207,92.731316,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.01087,0.98913,0.072464,?,0.927536,?,?,0.996014,0.969544,?,0.927536,0.002,0.001,0,0,0,0,52668,202240,29475,98.550725,9.07704,'Number of leaves: 53\nSize of the tree: 81\n',81,53,53
soybean,19,2,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,65,4,0,94.202899,5.797101,0,0.936288,0.013755,0.083971,14.304183,38.309719,264.835296,2166.589884,-1901.754587,3.838193,31.399853,-27.561661,241.797238,3.504308,91.300986,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.942029,0.008696,0.991304,0.057971,?,0.942029,?,?,0.979355,0.920894,?,0.942029,0.002,0,0,0,0,0,55800,202240,29475,95.652174,9.000763,'Number of leaves: 56\nSize of the tree: 87\n',87,56,56
soybean,19,3,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,59,10,0,85.507246,14.492754,0,0.840647,0.020148,0.115646,20.95277,52.760354,264.835296,5392.521543,-5127.686247,3.838193,78.152486,-74.314293,225.841531,3.273066,85.27622,0.5,1,0,0,1,67,0.5,1,1,0.5,0.666667,0.701888,0.746269,0.514493,0.855072,0.018257,0.981743,0.144928,?,0.855072,?,?,0.95382,0.869121,?,0.855072,0.002,0,0,0,0,0,63090,202240,29475,91.304348,7.932876,'Number of leaves: 67\nSize of the tree: 100\n',100,67,67
soybean,19,4,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.91899,0.012417,0.077371,12.92667,35.339874,258.684094,1090.664892,-831.980799,3.804178,16.03919,-12.235012,238.085714,3.501261,92.037245,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.011216,0.988784,0.073529,0.930882,0.926471,0.924751,0.917114,0.987559,0.949857,0.951267,0.926471,0.002,0.001,0,0,0,0,55446,202557,29158,98.529412,8.900929,'Number of leaves: 57\nSize of the tree: 86\n',86,57,57
soybean,19,5,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886613,0.01548,0.090395,16.121905,41.308534,258.988028,27.627246,231.360781,3.808647,0.406283,3.402364,232.143548,3.413876,89.634857,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.014499,0.985501,0.102941,0.898693,0.897059,0.896441,0.883295,0.99266,0.943831,0.932005,0.897059,0.002,0,0,0,0,0,58112,202557,29158,97.058824,8.668731,'Number of leaves: 60\nSize of the tree: 91\n',91,60,60
soybean,19,6,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,58,10,0,85.294118,14.705882,0,0.837748,0.018424,0.114101,19.186167,52.134229,259.695847,3253.06514,-2993.369293,3.819057,47.839193,-44.020137,220.78433,3.246828,85.016504,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.852941,0.020721,0.979279,0.147059,?,0.852941,?,?,0.963546,0.850494,?,0.852941,0.003,0,0,0,0,0,61468,202557,29158,94.117647,8.204334,'Number of leaves: 65\nSize of the tree: 97\n',97,65,65
soybean,19,7,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935652,0.01221,0.083517,12.694965,38.091427,262.343472,2163.153996,-1900.810524,3.857992,31.811088,-27.953096,241.137474,3.546139,91.916705,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,1,1,0.941176,0.005851,0.994149,0.058824,0.954367,0.941176,0.940213,0.938174,0.981594,0.933395,0.951144,0.941176,0.002,0,0.015625,0,15.625,0,58578,202557,29158,97.058824,8.359133,'Number of leaves: 60\nSize of the tree: 92\n',92,60,60
soybean,19,8,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935453,0.010729,0.07265,11.154746,33.135093,262.343472,1087.219634,-824.876162,3.857992,15.988524,-12.130532,246.766648,3.628921,94.062431,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.007175,0.992825,0.058824,?,0.941176,?,?,0.988659,0.955378,?,0.941176,0.002,0.001,0,0,0,0,61244,202557,29158,98.529412,8.126935,'Number of leaves: 63\nSize of the tree: 97\n',97,63,63
