id,company,company size,location,technology,seniority,salary employment min,salary employment max,salary b2b min,salary b2b max
271a3f0c85f614460f36ee3eca06e1e9,Link Group,100.0,Remote,JavaScript,mid,,,16000.0,21000.0
19d1af22598a00bd93afdff99616d9e8,Link Group,100.0,Warszawa,JavaScript,mid,,,16000.0,21000.0
8f359da0c7d47d067d00abd24cb4ca8c,Link Group,100.0,Gdańsk,JavaScript,mid,,,16000.0,21000.0
9d66ea91ae035af6f54880f9478d9fd6,Link Group,100.0,Kraków,JavaScript,mid,,,16000.0,21000.0
a59e8bd54663680130921d8d40ea2d35,Link Group,100.0,Remote,C#,mid,,,19320.0,21840.0
a63150e4e3e04646a42deab790600f6c,Link Group,100.0,Warszawa,C#,mid,,,19320.0,21840.0
5e2a43a8f19b328795177fd08bca0b89,Link Group,100.0,Remote,Java,senior,,,23520.0,26880.0
7374b1608aba214134f93dbbb14d03cc,Link Group,100.0,Warszawa,Java,senior,,,23520.0,26880.0
50bac232eb883dc309386ee4244b5b72,Link Group,100.0,Remote,Python,junior,,,13000.0,15000.0
4d851eddecd20ee14c2a819dacf2536d,Link Group,100.0,Warszawa,Python,junior,,,13000.0,15000.0
8acf1dcba70697b4a94ce25bdc516ca9,Link Group,100.0,Gdańsk,Python,junior,,,13000.0,15000.0
0bc2e6375f30b324c804c05a0c643c1c,Link Group,100.0,Kraków,Python,junior,,,13000.0,15000.0
e2453258eae0309e11f2ec9f27c61ea7,Link Group,100.0,Remote,JavaScript,senior,,,22000.0,28000.0
7117e3a2cf2f753d72323ffbf19e5476,Link Group,100.0,Warszawa,JavaScript,senior,,,22000.0,28000.0
708c007ff2f18aa7fd5c08dd100abbf0,Link Group,100.0,Gdańsk,JavaScript,senior,,,22000.0,28000.0
227446b532df84dc4934f98db75fb41e,Link Group,100.0,Kraków,JavaScript,senior,,,22000.0,28000.0
26d8a980c378fabfb56e0c277595db44,Link Group,100.0,Remote,Python,mid,,,16000.0,21000.0
d22c9625d2ee642e71f8b3f30fa6aadb,Link Group,100.0,Warszawa,Python,mid,,,16000.0,21000.0
f0c8bf892b19792961c63e81ebe5e789,Link Group,100.0,Gdańsk,Python,mid,,,16000.0,21000.0
05a753a3449d767c4225fd9fbfbf04fa,Link Group,100.0,Kraków,Python,mid,,,16000.0,21000.0
3b5ef46806b03cc77e15e716a1f5ec52,Link Group,100.0,Remote,Java,junior,,,13000.0,15000.0
9deb09d640ccc6c89ee5fa122a330fe9,Link Group,100.0,Warszawa,Java,junior,,,13000.0,15000.0
a29a4c605ab3e782405cbec54a63292c,Link Group,100.0,Gdańsk,Java,junior,,,13000.0,15000.0
2f4e2e69035b6593de453c795ec247d3,Link Group,100.0,Kraków,Java,junior,,,13000.0,15000.0
e34a6cb0c3a3722667fb5936cd39c25c,Link Group,100.0,Remote,Java,senior,,,22000.0,28000.0
049e7f3e4f7dc69dbdfb878d6484d93b,Link Group,100.0,Warszawa,Java,senior,,,22000.0,28000.0
540cece1cf8bbb4fcf881e842fd7765e,Link Group,100.0,Gdańsk,Java,senior,,,22000.0,28000.0
a526f0983c6e0be76fa73969df42458e,Link Group,100.0,Kraków,Java,senior,,,22000.0,28000.0
1b3ca69218afe9dda3c5235410f99120,Link Group,100.0,Warszawa,Java,mid,,,22680.0,25200.0
c87f585956705a18bfe5d60dab89a187,Link Group,100.0,Warszawa,Mobile,junior,,,8400.0,13440.0
8afd8ccf4d9699d307d8794868ad14e3,Link Group,100.0,Remote,Python,senior,,,27000.0,31000.0
a1e5b80ba6381293c8ecc88205a0109a,Link Group,100.0,Warszawa,Python,senior,,,27000.0,31000.0
25e63aebcb7643bed977af11be416af5,Link Group,100.0,Gdańsk,Python,senior,,,27000.0,31000.0
d48e2d30d48ee5d5ccd0b0ac7830f02e,Link Group,100.0,Kraków,Python,senior,,,27000.0,31000.0
004256aa9f95236856cde5933b07d3a3,Link Group,100.0,Wrocław,Python,senior,,,27000.0,31000.0
1163ffaa4ff286d484b996151a953ccc,Link Group,100.0,Remote,Python,expert,,,34880.0,43600.0
78597774075d361affe3eb9135a5faf3,Link Group,100.0,Gdańsk,Python,expert,,,34880.0,43600.0
ba7d793e7426f4d6b1251ce9066c2eb1,Link Group,100.0,Kraków,Python,expert,,,34880.0,43600.0
ae7cadeffc5220c855311bde1f7d02ad,Link Group,100.0,Wrocław,Python,expert,,,34880.0,43600.0
c10809a598fcea2dbb21db1b1ff80c88,Link Group,100.0,Remote,Python,mid,,,18000.0,24000.0
06e40dfc436ba569e9ac9873bbe160cb,Link Group,100.0,Warszawa,Python,mid,,,18000.0,24000.0
c756b7cc830bda7875ad71d44a51d463,Link Group,100.0,Gdańsk,Python,mid,,,18000.0,24000.0
1b3c725b02504e30db0cf883c1f0ed7c,Link Group,100.0,Kraków,Python,mid,,,18000.0,24000.0
c8cec16482763706007367e75e612bb4,Link Group,100.0,Remote,Java,mid,,,16000.0,21000.0
eca7a4b4504a4c6adeb488087989c96f,Link Group,100.0,Warszawa,Java,mid,,,16000.0,21000.0
ee434b40cbde5d6200c247129b1c13b5,Link Group,100.0,Gdańsk,Java,mid,,,16000.0,21000.0
a3eaf3e83a03923202b92580e4ec46b2,Link Group,100.0,Kraków,Java,mid,,,16000.0,21000.0
e61fc2bfdac900918a56d8af552870c0,Link Group,100.0,Remote,,expert,,,26000.0,34000.0
3b7fbfad17bc6efd27b51f2e29165f26,Link Group,100.0,Remote,JavaScript,junior,,,13000.0,15000.0
31693cfe88be4cae30e510befd2793f8,Link Group,100.0,Kraków,JavaScript,junior,,,13000.0,15000.0
cdf7490d493f08abe84811bec3c9d2e6,Link Group,100.0,Gdańsk,JavaScript,junior,,,13000.0,15000.0
0edce6339be2bf582a99dad605511456,Link Group,100.0,Warszawa,JavaScript,junior,,,13000.0,15000.0
0e59f4165be2474504285f557c866cc7,Link Group,100.0,Remote,Python,senior,,,22000.0,28000.0
7a29185647d8d819334d2281a5f3f454,Link Group,100.0,Warszawa,Python,senior,,,22000.0,28000.0
319c1ed836e88674b5c4d2563e4cf5f4,Link Group,100.0,Gdańsk,Python,senior,,,22000.0,28000.0
455fca3d8b7821004190eecba25f19ab,Link Group,100.0,Kraków,Python,senior,,,22000.0,28000.0
5f0e03eb9fdc5519d92745bc2e7b7f26,Link Group,100.0,Remote,JavaScript,senior,,,23520.0,28560.0
8d3963d6e203386b4e95dbd93041d879,Link Group,100.0,Warszawa,JavaScript,senior,,,23520.0,28560.0
702139d5054c168ca6f240f0c67890cb,Hitachi Energy,10000.0,Kraków,C/C++,senior,16000.0,23000.0,,
d8ef552f93e844742999ae9485f1f000,Hitachi Energy,10000.0,Kraków,C#,senior,16000.0,23000.0,,
1303a6eb39192943092ae5e1a6ae309d,Hitachi Energy,10000.0,Kraków,Kotlin,senior,12000.0,18000.0,,
73595fb0911d110967e3b8e4842a8972,Hitachi Energy,10000.0,Kraków,JavaScript,senior,18000.0,22000.0,,
56b73212d9bc684a8fa7a48ecb2d3655,Hitachi Energy,10000.0,Kraków,C#,senior,14000.0,19000.0,,
983003d29b98d39d5984e292be04bc85,Ework Group,10.0,Remote,C#,mid,,,21840.0,26880.0
c59d79e1176fd49fa03d67b0c81466c4,Ework Group,10.0,Warszawa,C#,mid,,,21840.0,26880.0
b611cc45af8e8ecf6c76aa72083451b0,Ework Group,10.0,Gdańsk,JavaScript,mid,,,20800.0,24500.0
fe32586610c0da5f2a52afb86f7fc098,Ework Group,10.0,Warszawa,Python,mid,,,23520.0,27720.0
3d94ec684bcf83095edb0f9a70dc4600,Ework Group,10.0,Gdańsk,Python,mid,,,23520.0,27720.0
184ac4e1ec9f3f1fa22863d7a99bbf19,Ework Group,10.0,Łódź,Python,mid,,,23520.0,27720.0
b0bd5dbc730d529ec86db7bf5c18f9fe,Ework Group,10.0,Kraków,C/C++,mid,,,16000.0,17600.0
01059216625b7e7338f83f9c05cf59a9,Ework Group,10.0,Remote,Python,senior,,,32449.0,34613.0
