company,company size,location,technology,seniority,salary employment min,salary employment max,salary b2b min,salary b2b max,year,month
Chimera Prime,,Remote,PHP,senior,,,14000.0,20000.0,2024,01
dotLinkers,10.0,Remote,PHP,mid,12000.0,14000.0,16000.0,17000.0,2024,01
Develtio,,Remote,PHP,mid,,,9000.0,12000.0,2024,01
Develtio,,Remote,PHP,senior,,,12000.0,15000.0,2024,01
Wimba,10.0,Remote,PHP,mid,,,8000.0,11000.0,2024,01
OSOM STUDIO,10.0,Remote,PHP,senior,,,12000.0,16000.0,2024,01
DigitLabs Sp. z o.o.,,Remote,PHP,mid,,,12000.0,17000.0,2024,01
dhosting sp. z o.o.,,Remote,PHP,senior,,,13000.0,16500.0,2024,01
United Software,,Remote,PHP,senior,,,26890.0,43030.0,2024,01
Supermetrics,,Remote,PHP,senior,18000.0,18000.0,,,2024,01
Ligo Headhunters,100.0,Warszawa,PHP,senior,17600.0,22400.0,20500.0,26000.0,2024,01
Spyrosoft,1000.0,Remote,PHP,senior,8650.0,18500.0,11760.0,25200.0,2024,01
Telemedi,100.0,Remote,PHP,mid,,,16000.0,23500.0,2024,01
Telemedi,100.0,Remote,PHP,mid,,,15000.0,20000.0,2024,01
Talentica,10.0,Remote,PHP,senior,,,24200.0,32270.0,2024,01
Bertek,,Remote,PHP,senior,,,21000.0,24500.0,2024,01
ITFS,,Remote,PHP,mid,,,16800.0,19320.0,2024,01
Brand Technology,,Remote,PHP,mid,,,8000.0,12800.0,2024,01
DUALMEDIA,10.0,Remote,PHP,mid,8300.0,12000.0,10000.0,14500.0,2024,01
Loyalty Starter,,Remote,PHP,mid,,,14000.0,20000.0,2024,01
Softnauts,10.0,Remote,PHP,mid,,,11500.0,15500.0,2024,01
Inhabit,1000.0,Remote,PHP,senior,,,17000.0,21000.0,2024,01
FootballTeamGame,10.0,Remote,PHP,mid,,,15000.0,23000.0,2024,01
Acaisoft,100.0,Remote,PHP,senior,19000.0,24000.0,22000.0,27000.0,2024,01
BlueSoft,1000.0,Remote,PHP,mid,,,16000.0,20000.0,2024,01
Superdevs,10.0,Remote,JavaScript,senior,,,25000.0,30000.0,2024,01
Mindpal,10.0,Remote,JavaScript,expert,18000.0,26000.0,,,2024,01
dr Poket,1.0,Warszawa,JavaScript,mid,,,11000.0,15000.0,2024,01
dr Poket,1.0,Kraków,JavaScript,mid,,,11000.0,15000.0,2024,01
dr Poket,1.0,Wrocław,JavaScript,mid,,,11000.0,15000.0,2024,01
dr Poket,1.0,Poznań,JavaScript,mid,,,11000.0,15000.0,2024,01
dr Poket,1.0,Gdańsk,JavaScript,mid,,,11000.0,15000.0,2024,01
dr Poket,1.0,Katowice,JavaScript,mid,,,11000.0,15000.0,2024,01
dr Poket,1.0,Łódź,JavaScript,mid,,,11000.0,15000.0,2024,01
Infinite,,Remote,JavaScript,senior,,,10000.0,19000.0,2024,01
Profitroom,,Remote,JavaScript,mid,8500.0,14200.0,10500.0,17000.0,2024,01
Guesty Inc,1000.0,Remote,JavaScript,senior,,,24000.0,30000.0,2024,01
Digispot - agencja CRO,,Remote,JavaScript,mid,,,12000.0,16000.0,2024,01
TSS,10.0,Remote,JavaScript,senior,,,14000.0,22000.0,2024,01
NACVIEW,,Remote,JavaScript,mid,8000.0,12000.0,9000.0,13000.0,2024,01
Mindpal,10.0,Remote,JavaScript,senior,,,24000.0,28500.0,2024,01
R.M.EDISON sp. z o.o.,10.0,Remote,JavaScript,senior,,,20160.0,26880.0,2024,01
GPW Tech,,Remote,JavaScript,senior,,,20000.0,25000.0,2024,01
Experis Manpower Group,1000.0,Remote,JavaScript,senior,,,30410.0,35110.0,2024,01
Flyps,10.0,Remote,JavaScript,senior,,,22000.0,30000.0,2024,01
People Trust,10.0,Warszawa,JavaScript,senior,,,28880.0,35200.0,2024,01
Altimetrik Poland,100.0,Remote,JavaScript,senior,,,17000.0,22000.0,2024,01
Callstack,100.0,Remote,JavaScript,senior,,,31000.0,41000.0,2024,01
Directio,,Remote,JavaScript,mid,16500.0,20000.0,21500.0,28500.0,2024,01
VM.PL,100.0,Remote,JavaScript,mid,12000.0,19000.0,16800.0,26900.0,2024,01
GSD SOFTWARE,,Remote,JavaScript,senior,,,20000.0,25000.0,2024,01
RITS Professional Services,100.0,Remote,JavaScript,senior,,,24000.0,31180.0,2024,01
Brytlyt Sp zo.o.,,Remote,JavaScript,senior,,,24000.0,32000.0,2024,01
Emoti Group,100.0,Remote,JavaScript,senior,,,26720.0,29680.0,2024,01
HTD,100.0,Remote,JavaScript,mid,9200.0,15000.0,11000.0,18000.0,2024,01
ClickUp,1000.0,Remote,JavaScript,senior,,,33000.0,39000.0,2024,01
HTD Health,,Remote,JavaScript,mid,9200.0,15000.0,11000.0,18000.0,2024,01
Leon Software,,Remote,JavaScript,mid,,,20000.0,24000.0,2024,01
Caterings,,Remote,JavaScript,senior,,,16000.0,22000.0,2024,01
ArdentCode,10.0,Remote,JavaScript,senior,,,17000.0,24000.0,2024,01
Cloudflight,1000.0,Remote,JavaScript,senior,17500.0,23000.0,21000.0,27700.0,2024,01
Winged IT,100.0,Warszawa,JavaScript,senior,,,38590.0,44530.0,2024,01
Atana,1.0,Remote,JavaScript,senior,,,21000.0,25000.0,2024,01
AP-TECH,,Warszawa,JavaScript,senior,13000.0,18000.0,15000.0,22500.0,2024,01
Monterail,10.0,Remote,JavaScript,senior,,,15000.0,25000.0,2024,01
Monterail,10.0,Remote,JavaScript,mid,,,8000.0,15000.0,2024,01
RemoDevs,10.0,Remote,JavaScript,mid,,,15000.0,19000.0,2024,01
ClickUp,1000.0,Remote,JavaScript,senior,,,20000.0,35000.0,2024,01
The Widlarz Group,,Remote,JavaScript,mid,,,14000.0,18000.0,2024,01
Enreach Labs,,Remote,JavaScript,senior,12500.0,17000.0,15000.0,20000.0,2024,01
Panowie Programiści,,Remote,JavaScript,mid,,,13000.0,16000.0,2024,01
Fast White Cat,100.0,Remote,JavaScript,mid,,,16000.0,20000.0,2024,01
Guesty Inc,1000.0,Remote,JavaScript,senior,,,27000.0,34000.0,2024,01
FinCompare GmbH,,Remote,JavaScript,senior,,,32650.0,38590.0,2024,01
CRODU,,Remote,JavaScript,senior,,,30240.0,33960.0,2024,01
ArdentCode,10.0,Remote,JavaScript,senior,,,17000.0,23000.0,2024,01
Brytlyt Sp zo.o.,,Remote,JavaScript,expert,,,30000.0,40000.0,2024,01
Comernal Software Sp. z o.o.,10.0,Remote,JavaScript,senior,20000.0,28000.0,28000.0,35500.0,2024,01
People More P.S.A.,10.0,Remote,JavaScript,mid,,,15000.0,23000.0,2024,01
NaviParking,10.0,Remote,JavaScript,senior,17000.0,25000.0,22000.0,29000.0,2024,01
Callstack,100.0,Remote,JavaScript,senior,,,22000.0,33000.0,2024,01
SOLTEQ Poland,10.0,Remote,JavaScript,senior,16500.0,20000.0,19000.0,24000.0,2024,01
AVALTON,,Remote,JavaScript,mid,,,13500.0,22000.0,2024,01
1dea,,Remote,JavaScript,mid,,,19000.0,23500.0,2024,01
Execon,,Remote,JavaScript,mid,,,10000.0,15000.0,2024,01
GetResponse,100.0,Remote,JavaScript,mid,7850.0,13950.0,9450.0,16800.0,2024,01
codequest,10.0,Remote,JavaScript,senior,,,18000.0,23000.0,2024,01
DALETO,,Remote,JavaScript,junior,5000.0,6000.0,6000.0,6000.0,2024,01
Cloudflight,1000.0,Remote,JavaScript,senior,20800.0,24900.0,25200.0,30240.0,2024,01
ITLT,100.0,Warszawa,JavaScript,mid,,,23520.0,26880.0,2024,01
Insys Video Technologies,10.0,Remote,JavaScript,mid,10500.0,15000.0,12500.0,18000.0,2024,01
Ferchau Poland Sp. z o.o.,100.0,Remote,JavaScript,mid,,,14000.0,20000.0,2024,01
Codilime,100.0,Remote,JavaScript,senior,,,20000.0,28000.0,2024,01
EndySoft,10.0,Warszawa,JavaScript,senior,,,18000.0,24000.0,2024,01
EndySoft,10.0,Kraków,JavaScript,senior,,,18000.0,24000.0,2024,01
EndySoft,10.0,Wrocław,JavaScript,senior,,,18000.0,24000.0,2024,01
EndySoft,10.0,Poznań,JavaScript,senior,,,18000.0,24000.0,2024,01
Dietly.pl,100.0,Remote,JavaScript,mid,,,13500.0,16500.0,2024,01
Boring Owl,,Remote,JavaScript,expert,,,15000.0,25000.0,2024,01
monday.com,,Warszawa,JavaScript,senior,30000.0,40000.0,,,2024,01
Schenker Technology Center,,Remote,JavaScript,senior,20800.0,31200.0,20800.0,31200.0,2024,01
4IT Solutions,10.0,Warszawa,JavaScript,mid,10000.0,19000.0,,,2024,01
THE HEART R&D LAB,,Remote,JavaScript,mid,9700.0,14200.0,11700.0,17200.0,2024,01
Bitcoin Technologies,,Remote,JavaScript,mid,,,14000.0,20000.0,2024,01
The Software House,100.0,Remote,JavaScript,mid,,,9500.0,16000.0,2024,01
Jutro Medical,10.0,Warszawa,JavaScript,senior,,,16500.0,25000.0,2024,01
Adanto Software,10.0,Remote,JavaScript,senior,,,18000.0,23000.0,2024,01
GMI Software,,Remote,JavaScript,mid,,,12000.0,20000.0,2024,01
Fudo Security,10.0,Remote,JavaScript,mid,16000.0,20000.0,20000.0,24000.0,2024,01
ADC Eastern Europe,,Remote,JavaScript,mid,15000.0,15000.0,,,2024,01
Kingfisher plc,,Remote,JavaScript,mid,15000.0,21000.0,,,2024,01
ITDS,100.0,Warszawa,JavaScript,mid,,,18000.0,22000.0,2024,01
ITDS,100.0,Kraków,JavaScript,mid,,,18000.0,22000.0,2024,01
ITDS,100.0,Łódź,JavaScript,mid,,,18000.0,22000.0,2024,01
UN7,100.0,Remote,JavaScript,senior,,,22000.0,33000.0,2024,01
core3,,Remote,JavaScript,senior,,,15000.0,20000.0,2024,01
YetiForce S.A.,10.0,Remote,JavaScript,senior,,,20000.0,25000.0,2024,01
Blazity,10.0,Remote,JavaScript,mid,,,20000.0,22000.0,2024,01
Idego,100.0,Remote,JavaScript,senior,,,17000.0,19000.0,2024,01
Connectis,100.0,Remote,JavaScript,senior,,,20000.0,25000.0,2024,01
Data System,,Remote,JavaScript,mid,,,17500.0,23300.0,2024,01
Altimetrik Poland,100.0,Remote,JavaScript,senior,,,21000.0,28000.0,2024,01
SmartBear,1000.0,Remote,JavaScript,expert,22000.0,27000.0,26000.0,31000.0,2024,01
The Widlarz Group,,Remote,JavaScript,senior,,,21000.0,27000.0,2024,01
Wellbeing Polska,100.0,Remote,JavaScript,mid,,,10000.0,20000.0,2024,01
Leanpassion Sp. z o.o.,,Warszawa,JavaScript,mid,,,12000.0,18000.0,2024,01
Syberry,100.0,Remote,JavaScript,senior,,,20000.0,35000.0,2024,01
Shift4,1000.0,Remote,JavaScript,senior,,,25000.0,32000.0,2024,01
House of Angular,10.0,Warszawa,JavaScript,junior,,,5000.0,10000.0,2024,01
simpleclub,,Remote,JavaScript,mid,20000.0,26000.0,,,2024,01
UN7,100.0,Remote,JavaScript,mid,,,15500.0,23500.0,2024,01
ITLT,100.0,Warszawa,JavaScript,mid,,,21000.0,24300.0,2024,01
Rite NRG,10.0,Remote,JavaScript,senior,,,18500.0,23500.0,2024,01
Expert4you,,Remote,JavaScript,mid,8500.0,11500.0,10000.0,14000.0,2024,01
WeCanFly,,Remote,JavaScript,mid,,,10000.0,15000.0,2024,01
Integral Solutions,100.0,Remote,JavaScript,senior,,,34960.0,37650.0,2024,01
Text S.A.,,Remote,JavaScript,senior,,,18000.0,29000.0,2024,01
7N,1000.0,Remote,JavaScript,senior,,,25200.0,30240.0,2024,01
Sea,100.0,Remote,JavaScript,expert,,,25000.0,32000.0,2024,01
Globe IT Sp. z o.o.,,Remote,JavaScript,mid,,,12000.0,15000.0,2024,01
EasyPlay,,Warszawa,JavaScript,mid,10000.0,18000.0,,,2024,01
Square One,100.0,Remote,JavaScript,mid,,,20100.0,23520.0,2024,01
TeaCode S.C.,,Remote,JavaScript,senior,,,20800.0,28800.0,2024,01
Pentacomp,,Remote,JavaScript,senior,,,16800.0,23500.0,2024,01
Monterail,10.0,Remote,JavaScript,senior,12550.0,20750.0,15120.0,25000.0,2024,01
People More P.S.A.,10.0,Remote,JavaScript,senior,,,15000.0,25000.0,2024,01
Pretius,100.0,Remote,JavaScript,mid,7670.0,11850.0,9240.0,14280.0,2024,01
Pretius,100.0,Remote,JavaScript,mid,10450.0,17400.0,12600.0,21000.0,2024,01
Squiz,,Remote,JavaScript,mid,13700.0,15700.0,,,2024,01
H2B Group Sp. z o.o.,,Remote,JavaScript,senior,,,20000.0,25500.0,2024,01
Find Group,,Warszawa,JavaScript,senior,,,25000.0,32000.0,2024,01
EliteHunter.pl,,Warszawa,JavaScript,mid,17000.0,20000.0,17000.0,20000.0,2024,01
Mindpal,10.0,Remote,JavaScript,mid,,,9000.0,18000.0,2024,01
Nortal,100.0,Remote,JavaScript,senior,,,27000.0,32000.0,2024,01
ARCHE CONSULTING,100.0,Warszawa,JavaScript,expert,,,30240.0,38640.0,2024,01
ITLT,100.0,Warszawa,JavaScript,mid,,,22000.0,25000.0,2024,01
Proexe,,Remote,JavaScript,senior,,,20000.0,25500.0,2024,01
CodePole,10.0,Remote,JavaScript,senior,,,17000.0,22000.0,2024,01
Sembot Sp. z o.o.,,Remote,JavaScript,mid,6800.0,10500.0,8000.0,12000.0,2024,01
CodePole,10.0,Remote,JavaScript,mid,,,11000.0,17000.0,2024,01
Sii,,Remote,JavaScript,senior,,,27300.0,33600.0,2024,01
HAYS Poland,100.0,Remote,JavaScript,mid,,,17600.0,24000.0,2024,01
Mindpal,10.0,Remote,JavaScript,mid,,,13000.0,23000.0,2024,01
BRAINLY,,Remote,JavaScript,mid,13000.0,20000.0,13000.0,20000.0,2024,01
The Dots Connected,,Warszawa,JavaScript,mid,,,11760.0,16800.0,2024,01
The Codest,10.0,Remote,JavaScript,senior,,,15000.0,21000.0,2024,01
Closer Music,,Warszawa,JavaScript,senior,,,15000.0,23000.0,2024,01
Maandag® Poland,,Remote,JavaScript,senior,19500.0,21500.0,25200.0,28560.0,2024,01
Calamari,10.0,Warszawa,JavaScript,mid,,,16000.0,22000.0,2024,01
Mindbox,100.0,Remote,JavaScript,senior,,,30000.0,36000.0,2024,01
DO OK,10.0,Remote,JavaScript,senior,,,16800.0,21840.0,2024,01
GameCode,,Remote,JavaScript,mid,,,12000.0,20000.0,2024,01
Boldare,100.0,Remote,JavaScript,senior,13400.0,20100.0,18000.0,27000.0,2024,01
Mobile Reality,10.0,Remote,JavaScript,senior,,,20000.0,25000.0,2024,01
ITFS,,Remote,JavaScript,mid,,,11760.0,13440.0,2024,01
Upside,10.0,Warszawa,JavaScript,senior,,,17900.0,24100.0,2024,01
Upside,10.0,Kraków,JavaScript,senior,,,17900.0,24100.0,2024,01
Upside,10.0,Wrocław,JavaScript,senior,,,17900.0,24100.0,2024,01
Upside,10.0,Katowice,JavaScript,senior,,,17900.0,24100.0,2024,01
DCG,100.0,Warszawa,JavaScript,mid,,,15500.0,17500.0,2024,01
Text S.A.,,Remote,JavaScript,mid,,,17000.0,22000.0,2024,01
LLInformatics,,Remote,JavaScript,mid,,,17000.0,22000.0,2024,01
Mindbox,100.0,Warszawa,JavaScript,senior,,,22000.0,33000.0,2024,01
Mindbox,100.0,Kraków,JavaScript,senior,,,22000.0,33000.0,2024,01
Mindbox,100.0,Łódź,JavaScript,senior,,,22000.0,33000.0,2024,01
ITFS,,Warszawa,JavaScript,mid,,,21840.0,28560.0,2024,01
Eyzee S.A.,100.0,Remote,JavaScript,mid,,,12000.0,20000.0,2024,01
Calamari,10.0,Warszawa,JavaScript,mid,,,14000.0,17000.0,2024,01
THTG Sp. z o.o.,,Remote,JavaScript,junior,,,5000.0,8000.0,2024,01
YourITeams,10.0,Remote,JavaScript,senior,,,23000.0,26000.0,2024,01
TeamQuest,,Remote,JavaScript,mid,,,12000.0,15000.0,2024,01
Ragnarson,10.0,Remote,JavaScript,senior,,,19000.0,26800.0,2024,01
HR Bank / Headhunting Agency,1.0,Warszawa,JavaScript,mid,,,21400.0,25200.0,2024,01
Devqube,,Remote,JavaScript,mid,,,12000.0,17000.0,2024,01
KSM Vision Sp. z o.o.,,Warszawa,JavaScript,senior,,,21840.0,31920.0,2024,01
Click IT Group,1.0,Remote,JavaScript,senior,,,24000.0,30000.0,2024,01
Click IT Group,1.0,Remote,JavaScript,mid,,,14000.0,22000.0,2024,01
hireplace.it,,Remote,JavaScript,senior,,,29580.0,37650.0,2024,01
hireplace.it,,Remote,JavaScript,mid,,,10000.0,18000.0,2024,01
Winged IT,100.0,Remote,JavaScript,senior,,,38590.0,44530.0,2024,01
EasyPlay,,Warszawa,JavaScript,junior,10000.0,18000.0,,,2024,01
7RingGaming,,Warszawa,JavaScript,mid,,,6000.0,12000.0,2024,01
Mindpal,10.0,Remote,JavaScript,mid,,,14500.0,22500.0,2024,01
Acaisoft,100.0,Remote,JavaScript,senior,19000.0,24000.0,22000.0,27000.0,2024,01
10Clouds,100.0,Remote,JavaScript,senior,,,18000.0,30000.0,2024,01
Hello World! Sp. z o.o.,,Remote,JavaScript,mid,,,9500.0,13000.0,2024,01
DataFeedWatch,,Remote,Ruby,senior,23000.0,29000.0,23000.0,29000.0,2024,01
Siepomaga.pl,100.0,Remote,Ruby,senior,,,19000.0,25000.0,2024,01
USEO Sp. z o.o.,10.0,Remote,Ruby,senior,15700.0,20700.0,19000.0,25000.0,2024,01
Constant Contact,,Remote,Ruby,senior,,,24200.0,34960.0,2024,01
Wellbeing Polska,100.0,Remote,Ruby,senior,,,10000.0,20000.0,2024,01
Mindpal,10.0,Remote,Ruby,mid,,,14000.0,23000.0,2024,01
Upside,10.0,Warszawa,Ruby,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Kraków,Ruby,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Wrocław,Ruby,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Poznań,Ruby,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Gdańsk,Ruby,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Katowice,Ruby,senior,,,20800.0,25900.0,2024,01
Click IT Group,1.0,Warszawa,Ruby,mid,15000.0,22000.0,,,2024,01
Click IT Group,1.0,Remote,Ruby,senior,,,18000.0,26500.0,2024,01
Mindpal,10.0,Remote,Python,mid,,,8000.0,16000.0,2024,01
RITS Professional Services,100.0,Remote,Python,senior,,,23520.0,25200.0,2024,01
Superdevs,10.0,Remote,Python,senior,,,25000.0,30000.0,2024,01
Idego,100.0,Remote,Python,expert,,,25000.0,28000.0,2024,01
KUBO,100.0,Warszawa,Python,mid,,,16000.0,20000.0,2024,01
ASTEK Polska,1000.0,Warszawa,Python,senior,,,20000.0,22000.0,2024,01
ASTEK Polska,1000.0,Gdańsk,Python,senior,,,20000.0,22000.0,2024,01
DevsData LLC,10.0,Remote,Python,junior,,,11500.0,16800.0,2024,01
WORKITNOW,,Remote,Python,senior,,,23000.0,27000.0,2024,01
N-iX,1000.0,Remote,Python,mid,15600.0,20170.0,18820.0,24200.0,2024,01
Volvo Polska,1000.0,Remote,Python,expert,18000.0,23000.0,,,2024,01
VM.PL,100.0,Remote,Python,mid,12000.0,19000.0,16800.0,26900.0,2024,01
Houst,100.0,Remote,Python,senior,,,21900.0,28750.0,2024,01
Kearney,,Warszawa,Python,junior,9500.0,12000.0,,,2024,01
Aterian,100.0,Remote,Python,senior,,,21510.0,36030.0,2024,01
Ebber,,Remote,Python,senior,15000.0,25000.0,,,2024,01
emagine Polska,1000.0,Remote,Python,mid,,,21840.0,25200.0,2024,01
Experis Manpower Group,1000.0,Remote,Python,expert,,,30240.0,31920.0,2024,01
Panowie Programiści,,Remote,Python,mid,,,14000.0,18000.0,2024,01
Polcode,100.0,Remote,Python,senior,13500.0,17500.0,16000.0,21000.0,2024,01
edrone,100.0,Remote,Python,senior,,,19000.0,22000.0,2024,01
Reef Technologies,10.0,Remote,Python,senior,,,31920.0,49560.0,2024,01
Ferchau Poland Sp. z o.o.,100.0,Remote,Python,mid,,,16500.0,23000.0,2024,01
1dea,,Remote,Python,mid,19000.0,23000.0,,,2024,01
SP Tech Solutions,,Remote,Python,mid,,,8000.0,18000.0,2024,01
Talkie,,Remote,Python,expert,18000.0,23000.0,,,2024,01
Kingfisher plc,,Remote,Python,mid,15000.0,19000.0,,,2024,01
Talkie,,Remote,Python,senior,12000.0,20000.0,,,2024,01
Ragnarson,10.0,Remote,Python,mid,,,10000.0,19500.0,2024,01
Mindpal,10.0,Remote,Python,junior,,,7000.0,10000.0,2024,01
Zeta Labs,,Warszawa,Python,senior,,,30000.0,40000.0,2024,01
hubQuest,,Remote,Python,senior,,,28500.0,37000.0,2024,01
U+,,Remote,Python,senior,,,23750.0,29680.0,2024,01
Connectis,100.0,Warszawa,Python,expert,,,27000.0,33000.0,2024,01
Skillspark,10.0,Remote,Python,senior,,,26000.0,31000.0,2024,01
Text S.A.,,Remote,Python,senior,,,21000.0,34000.0,2024,01
Haddad Brands,1000.0,Remote,Python,mid,,,17000.0,27000.0,2024,01
7N,1000.0,Warszawa,Python,mid,,,20160.0,26880.0,2024,01
Boldare,100.0,Remote,Python,senior,13400.0,20000.0,18000.0,27000.0,2024,01
Syberry,100.0,Remote,Python,senior,,,15000.0,30000.0,2024,01
Nordhealth,100.0,Remote,Python,senior,23750.0,35620.0,23750.0,35620.0,2024,01
Infermedica,100.0,Remote,Python,senior,,,20000.0,27000.0,2024,01
KINGIT,10.0,Remote,Python,senior,,,20000.0,30000.0,2024,01
CliniNote,,Remote,Python,expert,23500.0,28000.0,25000.0,30000.0,2024,01
DO OK,10.0,Remote,Python,senior,,,18000.0,23000.0,2024,01
Tylko,,Remote,Python,senior,,,20000.0,25000.0,2024,01
Affirm,1000.0,Warszawa,Python,junior,16450.0,16450.0,,,2024,01
Jit Team,100.0,Warszawa,Python,senior,,,19000.0,22400.0,2024,01
Jit Team,100.0,Gdańsk,Python,senior,,,19000.0,22400.0,2024,01
Mindpal,10.0,Remote,Python,mid,,,10000.0,18000.0,2024,01
H2B Group Sp. z o.o.,,Remote,Python,senior,,,18000.0,25000.0,2024,01
Sigmoidal LLC,,Remote,Python,senior,,,37650.0,48410.0,2024,01
Sigmoidal LLC,,Remote,Python,senior,,,36570.0,45720.0,2024,01
Sigmoidal LLC,,Remote,Python,senior,,,36570.0,45180.0,2024,01
ARCHE CONSULTING,100.0,Remote,Python,mid,12000.0,16000.0,,,2024,01
Talent Hills,10.0,Warszawa,Python,senior,23000.0,27000.0,,,2024,01
ASTEK Polska,1000.0,Remote,Python,senior,,,18900.0,28350.0,2024,01
The Codest,10.0,Remote,Python,senior,,,17000.0,22000.0,2024,01
Evertz,1000.0,Remote,Python,mid,,,15000.0,25000.0,2024,01
Enigma SOI,100.0,Remote,Python,junior,5200.0,7900.0,6300.0,9400.0,2024,01
Zonifero,,Remote,Python,mid,,,12000.0,17000.0,2024,01
Upside,10.0,Warszawa,Python,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Kraków,Python,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Wrocław,Python,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Poznań,Python,senior,,,20800.0,25900.0,2024,01
Upside,10.0,Katowice,Python,senior,,,20800.0,25900.0,2024,01
Xfaang,,Remote,Python,senior,,,25000.0,25000.0,2024,01
Evertz,1000.0,Remote,Python,senior,,,26000.0,30000.0,2024,01
ITLT,100.0,Warszawa,Python,mid,,,20000.0,25000.0,2024,01
emagine Polska,1000.0,Remote,Python,senior,,,24930.0,29920.0,2024,01
GIAP,,Warszawa,Python,mid,8500.0,12500.0,10000.0,15000.0,2024,01
AP-TECH,,Warszawa,Python,senior,13000.0,18000.0,15000.0,22500.0,2024,01
Mindpal,10.0,Remote,Python,senior,,,20000.0,23000.0,2024,01
ITLT,100.0,Remote,Python,mid,,,16800.0,20160.0,2024,01
Enigma SOI,100.0,Warszawa,Python,mid,13000.0,16000.0,13000.0,16000.0,2024,01
Mindpal,10.0,Remote,Java,mid,,,10000.0,18000.0,2024,01
Infinite,,Remote,Java,senior,,,14600.0,25200.0,2024,01
Superdevs,10.0,Remote,Java,senior,,,25000.0,30000.0,2024,01
Finestmedia,100.0,Remote,Java,mid,,,18000.0,24000.0,2024,01
Dietly.pl,100.0,Remote,Java,mid,,,14500.0,16500.0,2024,01
TSS,10.0,Remote,Java,senior,,,18000.0,25000.0,2024,01
Devbridge,100.0,Remote,Java,mid,13000.0,21000.0,16250.0,26250.0,2024,01
Appwise,,Remote,Java,mid,,,13000.0,18000.0,2024,01
Devbridge,100.0,Remote,Java,senior,24000.0,32000.0,,,2024,01
R.M.EDISON sp. z o.o.,10.0,Remote,Java,mid,,,20160.0,23520.0,2024,01
Alter Solutions Polska,100.0,Warszawa,Java,mid,,,20000.0,24300.0,2024,01
CrustLab,10.0,Remote,Java,mid,,,15200.0,20160.0,2024,01
VISA,1000.0,Warszawa,Java,senior,24000.0,32000.0,,,2024,01
DCV Technologies,,Remote,Java,senior,,,26720.0,32650.0,2024,01
VISA,1000.0,Warszawa,Java,expert,30000.0,40000.0,,,2024,01
Pretius,100.0,Remote,Java,expert,,,25000.0,33000.0,2024,01
j-labs,100.0,Warszawa,Java,senior,,,26000.0,30000.0,2024,01
j-labs,100.0,Kraków,Java,senior,,,26000.0,30000.0,2024,01
NATEK,1000.0,Remote,Java,senior,18000.0,21000.0,22000.0,27000.0,2024,01
Decerto,100.0,Remote,Java,senior,,,21840.0,28560.0,2024,01
IT CONNECT,,Warszawa,Java,senior,,,20000.0,26000.0,2024,01
ITRun Consulting,10.0,Remote,Java,junior,,,5000.0,10000.0,2024,01
AIS Gateway,,Remote,Java,mid,9000.0,14000.0,14000.0,19000.0,2024,01
Capco Poland,,Remote,Java,senior,,,25000.0,30000.0,2024,01
Luxdone,10.0,Remote,Java,expert,,,22000.0,26000.0,2024,01
DAC.digital,100.0,Remote,Java,senior,,,20000.0,26000.0,2024,01
Comernal Software Sp. z o.o.,10.0,Remote,Java,senior,20000.0,29000.0,29000.0,37000.0,2024,01
emagine Polska,1000.0,Remote,Java,expert,,,44880.0,52860.0,2024,01
The Widlarz Group,,Remote,Java,mid,,,14500.0,22000.0,2024,01
STEPWISE,10.0,Warszawa,Java,senior,,,20000.0,26000.0,2024,01
STEPWISE,10.0,Kraków,Java,senior,,,20000.0,26000.0,2024,01
STEPWISE,10.0,Wrocław,Java,senior,,,20000.0,26000.0,2024,01
STEPWISE,10.0,Poznań,Java,senior,,,20000.0,26000.0,2024,01
STEPWISE,10.0,Katowice,Java,senior,,,20000.0,26000.0,2024,01
STEPWISE,10.0,Łódź,Java,senior,,,20000.0,26000.0,2024,01
STEPWISE,10.0,Warszawa,Java,senior,,,16800.0,26000.0,2024,01
STEPWISE,10.0,Kraków,Java,senior,,,16800.0,26000.0,2024,01
STEPWISE,10.0,Wrocław,Java,senior,,,16800.0,26000.0,2024,01
STEPWISE,10.0,Poznań,Java,senior,,,16800.0,26000.0,2024,01
STEPWISE,10.0,Katowice,Java,senior,,,16800.0,26000.0,2024,01
STEPWISE,10.0,Łódź,Java,senior,,,16800.0,26000.0,2024,01
Mobile Traffic DATA,,Remote,Java,senior,20000.0,24000.0,,,2024,01
XTrack Sp. z o.o.,,Remote,Java,senior,18000.0,25000.0,21000.0,30000.0,2024,01
ASTEK Polska,1000.0,Remote,Java,senior,,,16800.0,26250.0,2024,01
Trans.eu Group SA,,Remote,Java,mid,,,15000.0,25000.0,2024,01
NaviParking,10.0,Remote,Java,mid,10000.0,17000.0,12000.0,20000.0,2024,01
CDQ,10.0,Remote,Java,mid,10000.0,16000.0,11800.0,18500.0,2024,01
Inn4tech Recruitment,,Remote,Java,mid,,,7000.0,10000.0,2024,01
