company,company size,location,technology,seniority,salary employment min,salary employment max,salary b2b min,salary b2b max,year,month
StockEasy,,Remote,JavaScript,mid,,,14000.0,18000.0,2023,10
apreel,100.0,Warszawa,JavaScript,senior,,,25200.0,29400.0,2023,10
apreel,100.0,Wrocław,JavaScript,senior,,,25200.0,29400.0,2023,10
Poldevs Sp. z o. o.,,Warszawa,JavaScript,mid,,,7000.0,12000.0,2023,10
ViewOne,,Remote,JavaScript,mid,,,12000.0,20000.0,2023,10
Mindpal,10.0,Remote,JavaScript,expert,18000.0,26000.0,,,2023,10
j-labs,100.0,Remote,JavaScript,senior,,,25600.0,30400.0,2023,10
Connectis,100.0,Warszawa,JavaScript,senior,,,24000.0,30000.0,2023,10
emagine Polska,1000.0,Warszawa,JavaScript,senior,,,23680.0,28570.0,2023,10
Connectis,100.0,Remote,JavaScript,senior,,,20000.0,25000.0,2023,10
Batmaid,100.0,Warszawa,JavaScript,senior,,,22000.0,28000.0,2023,10
Batmaid,100.0,Łódź,JavaScript,senior,,,22000.0,28000.0,2023,10
Surfer,10.0,Remote,JavaScript,senior,,,25000.0,35000.0,2023,10
Surfer,10.0,Remote,JavaScript,senior,,,22000.0,32000.0,2023,10
Atana,1.0,Remote,JavaScript,senior,,,21000.0,25000.0,2023,10
Winged IT,100.0,Warszawa,JavaScript,senior,,,32000.0,36960.0,2023,10
PubNub,100.0,Remote,JavaScript,senior,,,22500.0,29000.0,2023,10
Link Group,100.0,Warszawa,JavaScript,senior,24000.0,28000.0,,,2023,10
BCF Software Sp. z o.o.,,Warszawa,JavaScript,mid,,,11200.0,16000.0,2023,10
BCF Software Sp. z o.o.,,Kraków,JavaScript,mid,,,11200.0,16000.0,2023,10
BCF Software Sp. z o.o.,,Wrocław,JavaScript,mid,,,11200.0,16000.0,2023,10
BCF Software Sp. z o.o.,,Poznań,JavaScript,mid,,,11200.0,16000.0,2023,10
BCF Software Sp. z o.o.,,Łódź,JavaScript,mid,,,11200.0,16000.0,2023,10
CKSource,100.0,Remote,JavaScript,expert,,,24000.0,32000.0,2023,10
spot.ai,100.0,Warszawa,JavaScript,mid,18000.0,25000.0,18000.0,25000.0,2023,10
Surfshark,,Warszawa,JavaScript,senior,22680.0,32850.0,22680.0,32850.0,2023,10
Callstack,100.0,Remote,JavaScript,senior,,,31000.0,41000.0,2023,10
Acaisoft,100.0,Remote,JavaScript,senior,,,20000.0,25000.0,2023,10
UN7,100.0,Remote,JavaScript,senior,,,22000.0,33000.0,2023,10
NapoleonCat,10.0,Remote,JavaScript,mid,,,15000.0,17000.0,2023,10
Harvey Nash Technology,10.0,Warszawa,JavaScript,senior,16000.0,20000.0,,,2023,10
UN7,100.0,Remote,JavaScript,mid,,,15500.0,23500.0,2023,10
Startup House,100.0,Remote,JavaScript,expert,,,18800.0,27200.0,2023,10
Doumo,,Remote,Ruby,senior,17430.0,30500.0,,,2023,10
Donkey Republic,,Remote,Ruby,senior,,,24000.0,28000.0,2023,10
metoda,,Remote,Ruby,expert,23480.0,29920.0,23480.0,29920.0,2023,10
Distribusion Technologies,,Remote,Ruby,senior,,,29920.0,34520.0,2023,10
Wellbeing Polska,100.0,Remote,Ruby,senior,,,10000.0,20000.0,2023,10
Search Dates,10.0,Remote,Ruby,expert,,,36000.0,45000.0,2023,10
Mindpal,10.0,Remote,Ruby,mid,,,14000.0,23000.0,2023,10
Constant Contact,,Remote,Ruby,expert,,,28320.0,37030.0,2023,10
RestaurantClub,,Remote,Ruby,mid,,,7000.0,13000.0,2023,10
Crestt,100.0,Remote,Ruby,expert,18000.0,25000.0,24000.0,40800.0,2023,10
Siepomaga.pl,100.0,Remote,Ruby,mid,,,13000.0,19000.0,2023,10
Siepomaga.pl,100.0,Remote,Ruby,senior,,,19000.0,25000.0,2023,10
Klient Just Join IT,,Remote,Python,,17000.0,22000.0,,,2023,10
1dea,,Remote,Python,senior,19000.0,23000.0,,,2023,10
N-iX,1000.0,Remote,Python,senior,22660.0,38340.0,26140.0,43570.0,2023,10
Reef Technologies,10.0,Remote,Python,senior,,,31920.0,49560.0,2023,10
Boldare,100.0,Remote,Python,mid,8400.0,13400.0,11000.0,18000.0,2023,10
Collabera Digital,10000.0,Remote,Python,mid,,,25000.0,29500.0,2023,10
Aiplified,,Remote,Python,senior,,,28560.0,38640.0,2023,10
Britenet,1000.0,Remote,Python,senior,,,25000.0,30000.0,2023,10
BlueSoft,1000.0,Remote,Python,senior,,,20160.0,25200.0,2023,10
User.com,10.0,Remote,Python,mid,,,10000.0,17000.0,2023,10
Mindpal,10.0,Remote,Python,mid,,,8000.0,16000.0,2023,10
CloudFerro,100.0,Katowice,Python,senior,18000.0,25000.0,18000.0,25000.0,2023,10
PeakData,10.0,Remote,Python,senior,,,20110.0,33250.0,2023,10
ITSG,10.0,Remote,Python,senior,,,25000.0,34000.0,2023,10
Infermedica,100.0,Remote,Python,mid,,,17000.0,22000.0,2023,10
lemon.io,100.0,Remote,Python,senior,21780.0,39210.0,,,2023,10
DevsData LLC,10.0,Remote,Python,senior,,,9210.0,23020.0,2023,10
7N,1000.0,Remote,Python,senior,,,26880.0,30240.0,2023,10
capital.com,100.0,Warszawa,Python,senior,24500.0,27500.0,25000.0,28700.0,2023,10
Square One,100.0,Remote,Python,senior,,,20000.0,30000.0,2023,10
Mindpal,10.0,Remote,Python,junior,,,7000.0,10000.0,2023,10
Jit Team,100.0,Remote,Python,senior,,,20000.0,28000.0,2023,10
Square One,100.0,Remote,Python,senior,,,25000.0,30000.0,2023,10
Jit Team,100.0,Remote,Python,senior,,,26000.0,30000.0,2023,10
Polcode,100.0,Remote,Python,senior,13500.0,17500.0,16000.0,21000.0,2023,10
Affirm,1000.0,Remote,Python,expert,25790.0,32230.0,,,2023,10
Collabera Digital,10000.0,Warszawa,Python,senior,,,29000.0,31000.0,2023,10
Square One,100.0,Remote,Python,senior,,,21840.0,25200.0,2023,10
Sky Engine Limited,10.0,Warszawa,Python,senior,,,17000.0,24000.0,2023,10
Connectis,100.0,Remote,Python,mid,,,20000.0,22500.0,2023,10
Full Stripe Technologies,,Remote,Python,senior,,,21780.0,26140.0,2023,10
Square One,100.0,Remote,Python,mid,,,18500.0,24000.0,2023,10
Sky Engine Limited,10.0,Warszawa,Python,mid,,,15000.0,20000.0,2023,10
Adverity,100.0,Remote,Python,mid,,,15000.0,18500.0,2023,10
summ-it,,Remote,Python,senior,,,16000.0,24000.0,2023,10
RITS Professional Services,100.0,Remote,Python,mid,,,20800.0,24000.0,2023,10
Superdevs,10.0,Remote,Python,senior,,,25000.0,30000.0,2023,10
Flyps,10.0,Remote,Python,senior,,,22000.0,30000.0,2023,10
Saventic Health,,Warszawa,Python,senior,,,15000.0,20000.0,2023,10
A.T. Kearney Sp. z o.o.,,Warszawa,Python,mid,14270.0,28080.0,,,2023,10
Mindpal,10.0,Remote,Python,mid,,,10000.0,18000.0,2023,10
Jagan Solutions,,Remote,Python,mid,,,13000.0,26000.0,2023,10
ITLT,100.0,Warszawa,Python,mid,,,20160.0,25200.0,2023,10
AI Clearing,10.0,Warszawa,Python,mid,,,7000.0,13000.0,2023,10
Mindpal,10.0,Remote,Python,senior,,,20000.0,23000.0,2023,10
DO OK,10.0,Remote,Python,mid,,,13000.0,22000.0,2023,10
deepsense.ai,100.0,Remote,Python,expert,,,22000.0,32000.0,2023,10
deepsense.ai,100.0,Remote,Python,expert,,,28000.0,35000.0,2023,10
deepsense.ai,100.0,Remote,Python,expert,,,28000.0,40000.0,2023,10
CYFROWY POLSAT S.A.,1000.0,Remote,Python,mid,,,8000.0,15000.0,2023,10
Travelist,100.0,Remote,Python,mid,,,20000.0,25000.0,2023,10
Falck IT Poland Sp. z o.o.,10.0,Warszawa,Python,expert,25000.0,30000.0,,,2023,10
GameCode,,Remote,Python,mid,,,15000.0,25000.0,2023,10
Enigma SOI,100.0,Remote,Python,junior,6700.0,7900.0,7900.0,9400.0,2023,10
VlogIT,10.0,Remote,Java,senior,,,25000.0,27000.0,2023,10
Qurate Retail Group GBS,10000.0,Remote,Java,mid,16000.0,20000.0,,,2023,10
KLG Solutions Sp. z o.o.,,Remote,Java,mid,,,13000.0,18000.0,2023,10
Shimi Sp. z o.o.,,Remote,Java,mid,,,25000.0,26040.0,2023,10
DATEV,10000.0,Warszawa,Java,expert,28000.0,35000.0,,,2023,10
Qurate Retail Group GBS,10000.0,Remote,Java,senior,24000.0,27000.0,,,2023,10
Avanade Poland,100.0,Remote,Java,senior,,,19200.0,28800.0,2023,10
QualityMinds,,Remote,Java,mid,,,25200.0,27300.0,2023,10
Nussknacker,100.0,Warszawa,Java,mid,,,11420.0,17140.0,2023,10
Eyzee S.A.,100.0,Remote,Java,mid,,,12000.0,20000.0,2023,10
Boldare,100.0,Remote,Java,expert,16700.0,22600.0,22500.0,30300.0,2023,10
Mindpal,10.0,Remote,Java,mid,,,10000.0,18000.0,2023,10
SmartBear,1000.0,Remote,Java,mid,14000.0,17000.0,17000.0,21000.0,2023,10
Conscensia,100.0,Warszawa,Java,expert,,,30000.0,38000.0,2023,10
Volven,,Remote,Java,senior,,,30000.0,40100.0,2023,10
Crestt,100.0,Remote,Java,senior,16500.0,17500.0,22680.0,24360.0,2023,10
Inteca,10.0,Remote,Java,senior,,,21000.0,28000.0,2023,10
Nexio Management,100.0,Remote,Java,mid,,,16000.0,25000.0,2023,10
STEPWISE,10.0,Warszawa,Java,senior,,,16800.0,25000.0,2023,10
STEPWISE,10.0,Kraków,Java,senior,,,16800.0,25000.0,2023,10
STEPWISE,10.0,Wrocław,Java,senior,,,16800.0,25000.0,2023,10
STEPWISE,10.0,Poznań,Java,senior,,,16800.0,25000.0,2023,10
STEPWISE,10.0,Gdańsk,Java,senior,,,16800.0,25000.0,2023,10
STEPWISE,10.0,Łódź,Java,senior,,,16800.0,25000.0,2023,10
j-labs,100.0,Warszawa,Java,senior,,,21000.0,28000.0,2023,10
j-labs,100.0,Kraków,Java,senior,,,21000.0,28000.0,2023,10
SOFTIQ,100.0,Remote,Java,mid,11000.0,13000.0,13000.0,15000.0,2023,10
Adtran,100.0,Remote,Java,mid,12000.0,17000.0,,,2023,10
Boldare,100.0,Remote,Java,senior,13400.0,22600.0,18000.0,30300.0,2023,10
Media4U,100.0,Remote,Java,mid,7000.0,12000.0,8000.0,14000.0,2023,10
Consdata S.A.,100.0,Remote,Java,mid,11300.0,15900.0,14950.0,21000.0,2023,10
N-iX,1000.0,Remote,Java,expert,,,28320.0,30500.0,2023,10
Craon.pl,,Remote,Java,senior,,,25200.0,33600.0,2023,10
ITDS,100.0,Warszawa,Java,expert,,,22000.0,26000.0,2023,10
EndySoft,10.0,Remote,Java,senior,,,20000.0,23000.0,2023,10
BCF Software Sp. z o.o.,,Warszawa,Java,senior,,,11200.0,22400.0,2023,10
BCF Software Sp. z o.o.,,Wrocław,Java,senior,,,11200.0,22400.0,2023,10
BCF Software Sp. z o.o.,,Poznań,Java,senior,,,11200.0,22400.0,2023,10
BCF Software Sp. z o.o.,,Łódź,Java,senior,,,11200.0,22400.0,2023,10
Infinite,,Remote,Java,mid,,,10000.0,19000.0,2023,10
NATEK,1000.0,Remote,Java,senior,,,23000.0,26000.0,2023,10
ASTEK Polska,1000.0,Remote,Java,senior,18000.0,22500.0,26250.0,31500.0,2023,10
capital.com,100.0,Warszawa,Java,senior,35000.0,41000.0,37000.0,43000.0,2023,10
Connectis,100.0,Warszawa,Java,senior,,,25000.0,29500.0,2023,10
Connectis,100.0,Wrocław,Java,senior,,,25000.0,29500.0,2023,10
Unity Group,100.0,Remote,Java,senior,15500.0,21000.0,21000.0,28560.0,2023,10
RITS Professional Services,100.0,Warszawa,Java,senior,,,26880.0,32760.0,2023,10
RITS Professional Services,100.0,Kraków,Java,senior,,,26880.0,32760.0,2023,10
RITS Professional Services,100.0,Gdańsk,Java,senior,,,26880.0,32760.0,2023,10
ARCHE CONSULTING,100.0,Warszawa,Java,senior,,,28000.0,33000.0,2023,10
Sages,100.0,Warszawa,Java,mid,,,14000.0,17000.0,2023,10
emagine Polska,1000.0,Warszawa,Java,mid,,,25000.0,27000.0,2023,10
DCG,100.0,Remote,Java,senior,,,23520.0,25200.0,2023,10
dotLinkers,10.0,Remote,Java,senior,25000.0,30000.0,25000.0,30000.0,2023,10
Unity Group,100.0,Remote,Java,mid,9900.0,15500.0,13440.0,21000.0,2023,10
ITDS,100.0,Warszawa,Java,mid,,,18000.0,23000.0,2023,10
CLOUDFIDE,10.0,Remote,Java,expert,,,25000.0,33000.0,2023,10
ITLT,100.0,Remote,Java,senior,,,24220.0,33400.0,2023,10
RD Projekt,10.0,Remote,Java,senior,,,22200.0,30000.0,2023,10
ITFS,,Remote,Java,junior,,,11800.0,13400.0,2023,10
Concentrix,100000.0,Remote,Java,senior,30000.0,34000.0,30000.0,34000.0,2023,10
Future Processing,1000.0,Remote,Java,senior,,,23050.0,31560.0,2023,10
Netguru,1000.0,Remote,Java,senior,,,26240.0,37100.0,2023,10
Jit Team,100.0,Remote,Java,senior,,,17000.0,25000.0,2023,10
RHINO,10.0,Remote,Java,senior,15000.0,20000.0,,,2023,10
Isolution,100.0,Warszawa,Java,senior,,,23000.0,26000.0,2023,10
CLOUDFIDE,10.0,Remote,Java,senior,,,25000.0,29000.0,2023,10
Allegro,1000.0,Warszawa,Java,senior,16100.0,23200.0,,,2023,10
Allegro,1000.0,Poznań,Java,senior,16100.0,23200.0,,,2023,10
XTB,100.0,Remote,Java,mid,14000.0,20000.0,14000.0,20000.0,2023,10
Match-Trade Technologies,100.0,Warszawa,Java,mid,,,15000.0,23500.0,2023,10
Miquido,100.0,Remote,Java,expert,23000.0,25800.0,27700.0,31100.0,2023,10
ITRun Consulting,10.0,Warszawa,Java,junior,,,5000.0,10000.0,2023,10
Appliscale,10.0,Remote,Java,senior,12500.0,24500.0,14500.0,29000.0,2023,10
Pragmile,100.0,Remote,Java,expert,23000.0,28000.0,30240.0,36960.0,2023,10
nexocode,10.0,Remote,Java,mid,,,13000.0,21000.0,2023,10
Callstack,100.0,Remote,Java,senior,,,22000.0,33000.0,2023,10
Crestt,100.0,Remote,Java,mid,,,15960.0,18480.0,2023,10
HAYS Poland,100.0,Warszawa,Java,senior,,,22000.0,26000.0,2023,10
Awesome Bytes,10.0,Remote,Java,junior,6000.0,10000.0,,,2023,10
NATEK,1000.0,Remote,Java,senior,,,25600.0,27000.0,2023,10
HAYS Poland,100.0,Remote,Java,senior,,,23520.0,30240.0,2023,10
ITDS,100.0,Warszawa,Java,mid,9000.0,12000.0,16000.0,20000.0,2023,10
Decerto,100.0,Remote,Java,mid,,,18480.0,21840.0,2023,10
Netcompany Poland,100.0,Remote,Java,senior,15000.0,23000.0,17000.0,25000.0,2023,10
NASK,100.0,Warszawa,Java,senior,9000.0,17000.0,,,2023,10
Neontri,100.0,Warszawa,Java,mid,,,18000.0,22000.0,2023,10
Prime Force,100.0,Remote,Java,senior,,,12000.0,20000.0,2023,10
PEOPLE TRUST SP. Z O.O.,100.0,Remote,Java,senior,,,28560.0,31050.0,2023,10
Idego,100.0,Remote,Java,senior,,,20000.0,30000.0,2023,10
DCG,100.0,Warszawa,Java,senior,,,30000.0,33600.0,2023,10
IBB.PL Spółka z o.o.,1.0,Remote,Java,senior,,,5000.0,9940.0,2023,10
e-Loop,,Warszawa,Java,mid,,,13000.0,25000.0,2023,10
Mangopay,,Remote,Java,senior,,,23000.0,28000.0,2023,10
Connectis,100.0,Remote,Java,mid,,,20000.0,23000.0,2023,10
NASK,100.0,Warszawa,Java,senior,18000.0,24000.0,,,2023,10
Solidstudio,10.0,Remote,Java,senior,15100.0,18400.0,18200.0,24000.0,2023,10
PEOPLE TRUST SP. Z O.O.,100.0,Remote,Java,mid,,,21360.0,25500.0,2023,10
PEOPLE TRUST SP. Z O.O.,100.0,Remote,Java,senior,,,24360.0,29500.0,2023,10
VISA,1000.0,Warszawa,Java,senior,24000.0,35000.0,,,2023,10
KUBO,100.0,Warszawa,Java,mid,18000.0,25000.0,,,2023,10
emagine Polska,1000.0,Remote,Java,mid,,,24360.0,26880.0,2023,10
emagine Polska,1000.0,Remote,Java,mid,,,19200.0,22680.0,2023,10
VISA,1000.0,Warszawa,Java,mid,15000.0,24000.0,,,2023,10
Nazwa.pl,100.0,Remote,Java,mid,12000.0,20000.0,15000.0,24000.0,2023,10
VISA,1000.0,Warszawa,Java,expert,35000.0,47000.0,,,2023,10
The Software House,100.0,Remote,Java,mid,,,9500.0,16000.0,2023,10
Harvey Nash Technology,10.0,Warszawa,Java,expert,38000.0,45000.0,30000.0,35000.0,2023,10
HAYS Poland,100.0,Remote,Java,senior,,,22400.0,25600.0,2023,10
Eagle Recruitment,10.0,Warszawa,Java,expert,22000.0,25000.0,22000.0,25000.0,2023,10
Eagle Recruitment,10.0,Kraków,Java,expert,22000.0,25000.0,22000.0,25000.0,2023,10
Eagle Recruitment,10.0,Katowice,Java,expert,22000.0,25000.0,22000.0,25000.0,2023,10
in4mates,100.0,Warszawa,Java,senior,,,25500.0,31500.0,2023,10
in4mates,100.0,Warszawa,Java,mid,,,12750.0,20250.0,2023,10
Primaris,100.0,Warszawa,Java,mid,,,15120.0,21500.0,2023,10
Respect Energy,100.0,Warszawa,Java,mid,20000.0,25000.0,20000.0,25000.0,2023,10
Smile,100.0,Remote,Java,mid,,,11000.0,16000.0,2023,10
Warta S.A,1000.0,Warszawa,Java,mid,8000.0,16000.0,,,2023,10
ASTEK Polska,1000.0,Remote,Java,senior,,,21000.0,29400.0,2023,10
GreenMinds Sp. z o.o.,10.0,Remote,Java,junior,,,8000.0,9000.0,2023,10
CO 3 sp. z o.o.,,Remote,Java,expert,,,22000.0,28000.0,2023,10
Enigma SOI,100.0,Warszawa,Java,junior,6000.0,12000.0,6300.0,12000.0,2023,10
BlueSoft,1000.0,Remote,Java,senior,,,20000.0,25000.0,2023,10
Conscensia,100.0,Warszawa,C#,mid,,,20000.0,28000.0,2023,10
Aspire Systems Poland,100.0,Remote,C#,mid,10500.0,15500.0,12600.0,18800.0,2023,10
Omada Poland,,Warszawa,C#,senior,16000.0,23500.0,,,2023,10
Etteplan,100.0,Remote,C#,senior,,,18500.0,23500.0,2023,10
Mangopay,,Remote,C#,senior,,,21000.0,29000.0,2023,10
makeitright,,Remote,C#,senior,,,20160.0,26800.0,2023,10
Sea,100.0,Remote,C#,senior,,,18000.0,24000.0,2023,10
QualityMinds,,Remote,C#,mid,,,23500.0,26800.0,2023,10
Winged IT,100.0,Warszawa,C#,mid,,,24800.0,27200.0,2023,10
emagine Polska,1000.0,Remote,C#,senior,,,26880.0,33600.0,2023,10
Conscensia,100.0,Warszawa,C#,senior,,,27000.0,34000.0,2023,10
Iver Polska,10.0,Remote,C#,mid,10500.0,19500.0,12500.0,24000.0,2023,10
Happy Team,100.0,Remote,C#,junior,,,5000.0,9000.0,2023,10
Britenet,1000.0,Remote,C#,senior,,,25000.0,30000.0,2023,10
Objectivity - part of Accenture,1000.0,Remote,C#,senior,10000.0,18000.0,16000.0,27720.0,2023,10
Prognetics,,Remote,C#,senior,,,23500.0,28500.0,2023,10
Axabee,,Remote,C#,mid,,,9000.0,14000.0,2023,10
Xopero Software,10.0,Remote,C#,senior,,,16000.0,22000.0,2023,10
Jit Team,100.0,Warszawa,C#,senior,,,22000.0,26000.0,2023,10
Jit Team,100.0,Kraków,C#,senior,,,22000.0,26000.0,2023,10
Jit Team,100.0,Wrocław,C#,senior,,,22000.0,26000.0,2023,10
Jit Team,100.0,Gdańsk,C#,senior,,,22000.0,26000.0,2023,10
Jit Team,100.0,Łódź,C#,senior,,,22000.0,26000.0,2023,10
Sea,100.0,Remote,C#,mid,,,18000.0,24000.0,2023,10
Xopero Software,10.0,Remote,C#,junior,,,6500.0,10000.0,2023,10
IN Team,100.0,Remote,C#,senior,,,23520.0,28560.0,2023,10
STX Next,1000.0,Remote,C#,mid,,,12100.0,20160.0,2023,10
Concentrix,100000.0,Remote,C#,expert,22000.0,33000.0,,,2023,10
Benefit Systems Intl.,,Remote,C#,senior,15000.0,20000.0,18000.0,24000.0,2023,10
Hardware Direct,10.0,Warszawa,C#,junior,7500.0,15000.0,,,2023,10
The Codest,10.0,Remote,C#,senior,,,17000.0,22000.0,2023,10
Skillspark,10.0,Remote,C#,senior,,,25000.0,29000.0,2023,10
Neontri,100.0,Remote,C#,senior,,,20160.0,23520.0,2023,10
Qurate Retail Group GBS,10000.0,Remote,C#,mid,16000.0,20000.0,,,2023,10
Experis Manpower Group,1000.0,Remote,C#,mid,,,20160.0,25200.0,2023,10
Coldrun,10.0,Remote,C#,senior,,,21000.0,26000.0,2023,10
Crestt,100.0,Remote,C#,mid,,,16800.0,26880.0,2023,10
Boldare,100.0,Remote,C#,mid,8400.0,13400.0,11200.0,18000.0,2023,10
Square One,100.0,Remote,C#,senior,,,22000.0,32000.0,2023,10
CouponFollow,10.0,Remote,C#,senior,,,25270.0,29190.0,2023,10
Conscensia,100.0,Warszawa,C#,mid,,,10000.0,25000.0,2023,10
Cortlex,10.0,Remote,C#,mid,16110.0,22330.0,,,2023,10
Infogain,1000.0,Remote,C#,senior,16000.0,22000.0,21000.0,25000.0,2023,10
Finestmedia,100.0,Remote,C#,mid,,,15000.0,20000.0,2023,10
Cpl Poland,100.0,Remote,C#,mid,15000.0,21000.0,,,2023,10
Sea,100.0,Remote,C#,mid,,,17000.0,21000.0,2023,10
Pivotal Polska,,Remote,C#,mid,12000.0,14000.0,,,2023,10
Link Group,100.0,Remote,C#,mid,10000.0,20000.0,,,2023,10
InterLogic Danmark ApS,100.0,Remote,C#,senior,,,18410.0,23020.0,2023,10
ING Bank Śląski,10000.0,Warszawa,C#,senior,8400.0,22000.0,,,2023,10
Idego,100.0,Remote,C#,senior,,,20000.0,30000.0,2023,10
VM.PL,100.0,Remote,C#,senior,17000.0,20000.0,24000.0,29000.0,2023,10
Shimi Sp. z o.o.,,Remote,C#,mid,,,19320.0,21000.0,2023,10
Concentrix,100000.0,Remote,C#,mid,20000.0,28000.0,,,2023,10
Kolomolo,10.0,Remote,C#,senior,,,15000.0,30000.0,2023,10
Experis Manpower Group,1000.0,Warszawa,C#,expert,,,28560.0,31920.0,2023,10
Experis Manpower Group,1000.0,Łódź,C#,expert,,,28560.0,31920.0,2023,10
Olsys Ltd.,10.0,Remote,C#,senior,,,21780.0,28320.0,2023,10
Mindpal,10.0,Remote,C#,mid,,,13000.0,25000.0,2023,10
Unikie,100.0,Remote,C#,senior,,,20000.0,26000.0,2023,10
Pragmile,100.0,Warszawa,C#,mid,16000.0,19000.0,21000.0,25200.0,2023,10
Pragmile,100.0,Kraków,C#,mid,16000.0,19000.0,21000.0,25200.0,2023,10
Pragmile,100.0,Wrocław,C#,mid,16000.0,19000.0,21000.0,25200.0,2023,10
Pragmile,100.0,Poznań,C#,mid,16000.0,19000.0,21000.0,25200.0,2023,10
Pragmile,100.0,Katowice,C#,mid,16000.0,19000.0,21000.0,25200.0,2023,10
Scalac,100.0,Remote,C#,senior,,,20000.0,30000.0,2023,10
Haddad Brands,1000.0,Remote,C#,mid,,,14000.0,20000.0,2023,10
ANTHEAP Sp. z o.o.,,Remote,C#,mid,,,9000.0,15000.0,2023,10
Sea,100.0,Remote,C#,mid,,,17000.0,22000.0,2023,10
ASTEK Polska,1000.0,Remote,C#,senior,,,16800.0,23900.0,2023,10
Winged IT,100.0,Warszawa,C#,senior,,,28000.0,33600.0,2023,10
ONWELO Sp. z o.o.,1000.0,Remote,C#,senior,,,21000.0,25200.0,2023,10
Britenet,1000.0,Remote,C#,expert,,,25000.0,30000.0,2023,10
ZetaTrading,10.0,Warszawa,C#,mid,,,13070.0,17430.0,2023,10
Nussknacker,100.0,Warszawa,Scala,mid,,,11420.0,17140.0,2023,10
Jit Team,100.0,Remote,Scala,senior,,,18000.0,22000.0,2023,10
Experis Manpower Group,1000.0,Warszawa,Scala,mid,,,25200.0,28560.0,2023,10
Experis Manpower Group,1000.0,Łódź,Scala,mid,,,25200.0,28560.0,2023,10
Playbook Engineering,100.0,Remote,Scala,senior,20000.0,28000.0,20000.0,28000.0,2023,10
Craftware,100.0,Remote,Scala,senior,,,26880.0,33600.0,2023,10
Mobica,1000.0,Warszawa,C/C++,senior,,,20000.0,31750.0,2023,10
Mobica,1000.0,Warszawa,C/C++,mid,,,19070.0,26400.0,2023,10
Montrose Software (Polska) Sp. z o.o.,10.0,Remote,C/C++,mid,10000.0,16000.0,13370.0,21400.0,2023,10
1dea,,Remote,C/C++,senior,16000.0,24000.0,20000.0,28000.0,2023,10
SmartBear,1000.0,Remote,C/C++,senior,17000.0,20000.0,21000.0,24000.0,2023,10
Transition Technologies PSC,1000.0,Remote,C/C++,expert,,,25000.0,30000.0,2023,10
Apator SA,,Remote,C/C++,senior,10000.0,19000.0,12000.0,22000.0,2023,10
Harman Connected Services,,Remote,C/C++,expert,23000.0,27000.0,,,2023,10
VESOFTx,10.0,Remote,C/C++,mid,,,13000.0,20000.0,2023,10
Harman Connected Services,,Remote,C/C++,senior,15000.0,18000.0,,,2023,10
Solwit SA,100.0,Remote,C/C++,mid,10000.0,15000.0,10500.0,16000.0,2023,10
Square One,100.0,Warszawa,C/C++,senior,,,27000.0,29400.0,2023,10
Playbook Engineering,100.0,Remote,C/C++,senior,20000.0,28000.0,20000.0,28000.0,2023,10
ARISE,,Remote,C/C++,mid,,,6000.0,9000.0,2023,10
N-iX,1000.0,Remote,C/C++,senior,,,8710.0,14810.0,2023,10
EndySoft,10.0,Remote,C/C++,senior,,,19000.0,23000.0,2023,10
Infogain,1000.0,Remote,C/C++,mid,,,20000.0,26500.0,2023,10
EndySoft,10.0,Remote,C/C++,senior,,,18000.0,22000.0,2023,10
Optimo Development,10.0,Remote,C/C++,mid,,,15000.0,20000.0,2023,10
Software Interactive Sp. z o.o.,100.0,Remote,C/C++,senior,,,14000.0,19500.0,2023,10
Experis Manpower Group,1000.0,Remote,C/C++,mid,,,24000.0,26880.0,2023,10
Link Group,100.0,Remote,C/C++,senior,,,18000.0,25000.0,2023,10
Thesar Systemy Informatyczne,100.0,Warszawa,C/C++,mid,10000.0,12000.0,10000.0,12000.0,2023,10
Mindpal,10.0,Remote,C/C++,mid,,,14000.0,19000.0,2023,10
deepsense.ai,100.0,Remote,C/C++,mid,,,16000.0,28000.0,2023,10
ONWELO Sp. z o.o.,1000.0,Remote,C/C++,mid,,,17600.0,22000.0,2023,10
Emerson Process Management Sp. z o.o.,100.0,Warszawa,C/C++,mid,12000.0,17000.0,,,2023,10
Fudo Security,10.0,Remote,C/C++,senior,,,20000.0,25000.0,2023,10
EPAM,10000.0,Remote,C/C++,expert,14000.0,24000.0,16700.0,27400.0,2023,10
EPAM,10000.0,Remote,C/C++,mid,10000.0,20000.0,11900.0,23400.0,2023,10
Code Poets,10.0,Remote,C/C++,senior,,,16000.0,22000.0,2023,10
Experis Manpower Group,1000.0,Warszawa,C/C++,senior,20000.0,22000.0,,,2023,10
Spyrosoft,1000.0,Łódź,C/C++,senior,16650.0,21600.0,22680.0,29400.0,2023,10
Transition Technologies PSC,1000.0,Remote,C/C++,senior,,,20000.0,25000.0,2023,10
Simplicity Recruitment,10.0,Warszawa,C/C++,mid,,,25000.0,29000.0,2023,10
Eagle Recruitment,10.0,Remote,C/C++,junior,9000.0,13000.0,10000.0,14000.0,2023,10
"Halo Radius, Inc.",10.0,Remote,Golang,senior,,,17430.0,26140.0,2023,10
Omni,1.0,Remote,Golang,senior,,,36000.0,43500.0,2023,10
Codilime,100.0,Remote,Golang,mid,,,12000.0,21000.0,2023,10
CrustLab,10.0,Remote,Golang,senior,,,20000.0,26000.0,2023,10
Remitly,100.0,Remote,Golang,senior,26000.0,30000.0,,,2023,10
